"Protein.IDs","my_label","Gene.names","difference_IP_RNase","log10.pvalue_IP_RNase","log2.LFQ.intensity.IP_01","log2.LFQ.intensity.IP_02","log2.LFQ.intensity.IP_03","log2.LFQ.intensity.IP_04","imputed.log2.LFQ.intensity.IP_01","imputed.log2.LFQ.intensity.IP_02","imputed.log2.LFQ.intensity.IP_03","imputed.log2.LFQ.intensity.IP_04","value_count_IP","log2.LFQ.intensity.RNase_01","log2.LFQ.intensity.RNase_02","log2.LFQ.intensity.RNase_03","log2.LFQ.intensity.RNase_04","imputed.log2.LFQ.intensity.RNase_01","imputed.log2.LFQ.intensity.RNase_02","imputed.log2.LFQ.intensity.RNase_03","imputed.log2.LFQ.intensity.RNase_04","value_count_RNase"
"YOR056C","NOB1","NOB1",2.04703413193446,5.18098770437648,26.1053156527824,25.6924015996924,25.9238384954642,25.7524112740947,26.1053156527824,25.6924015996924,25.9238384954642,25.7524112740947,4,23.7692091161676,23.9611097987039,23.5532102242758,24.0023013551486,23.7692091161676,23.9611097987039,23.5532102242758,24.0023013551486,4
"YOR375C;YAL062W","GDH1","GDH1",2.02742364306402,4.43947471359666,23.4598898327231,23.8995671334375,23.5928621251795,23.6310091526965,23.4598898327231,23.8995671334375,23.5928621251795,23.6310091526965,4,NA,NA,NA,NA,21.596571411395,21.947422555905,21.6321930433036,21.2974466611769,0
"YGL173C","XRN1","XRN1",2.3559161600953,4.04304386328979,23.955090076969,23.6999646503089,24.1569977568834,24.5062756157397,23.955090076969,23.6999646503089,24.1569977568834,24.5062756157397,4,NA,NA,NA,NA,21.6474130902486,21.9078752333189,21.8598656341443,21.4795095018079,0
"YGR162W","TIF4631","TIF4631",2.4831546298146,3.74412399824707,23.7614181291689,24.1173558434994,24.0974001330382,23.899106105395,23.7614181291689,24.1173558434994,24.0974001330382,23.899106105395,4,NA,NA,NA,NA,21.5254998387583,21.9451600714306,21.4167972748982,21.055204506756,0
"YPL127C","HHO1","HHO1",2.08639067774183,3.65190802813254,23.8430684181853,23.1096298268215,23.8134289277454,23.9932583753997,23.8430684181853,23.1096298268215,23.8134289277454,23.9932583753997,4,NA,NA,NA,NA,21.4530104134062,21.9958650384946,21.7386500326069,21.2262973526769,0
"YDR101C","ARX1","ARX1",2.43455579544738,3.5617880598877,23.8157757278414,23.4307128650476,24.232570825357,24.0152925357172,23.8157757278414,23.4307128650476,24.232570825357,24.0152925357172,4,NA,NA,NA,NA,21.4832174792265,21.9332825722606,21.5508497120119,20.7887790086746,0
"YCL037C","SRO9","SRO9",2.64856745884756,3.54376335020491,24.5689469641965,23.9493123558272,24.023268403461,24.1255768007209,24.5689469641965,23.9493123558272,24.023268403461,24.1255768007209,4,NA,NA,NA,NA,21.5598243942969,21.8718411111287,21.8223238286865,20.8188453547031,0
"YJL026W","RNR2","RNR2",2.11135154764623,3.39620020834598,23.8059721087026,23.9498466543485,23.6841030951413,23.5256393261757,23.8059721087026,23.9498466543485,23.6841030951413,23.5256393261757,4,NA,NA,NA,NA,21.7260366782005,22.0163362115815,21.6743488573627,21.1034332466386,0
"YBR121C","GRS1","GRS1",2.1183403392143,3.32969245062221,23.7646610527954,23.6488885581397,23.7331411387878,23.6802444731181,23.7646610527954,23.6488885581397,23.7331411387878,23.6802444731181,4,NA,NA,NA,NA,21.5032630622806,21.9688285737258,21.5870823525976,21.2943998773798,0
"YNL209W;YDL229W","SSB2","SSB2",1.20643661351632,3.11734236978646,29.1493082111573,28.976345170753,29.0715802828525,29.0086245955133,29.1493082111573,28.976345170753,29.0715802828525,29.0086245955133,4,27.7101714144674,27.7113535746253,28.1754565815377,27.7831302355804,27.7101714144674,27.7113535746253,28.1754565815377,27.7831302355804,4
"YKL182W","FAS1","FAS1",2.37853758413581,3.05318041450784,25.8188988681024,26.4490017533959,26.308865875752,26.5264604346647,25.8188988681024,26.4490017533959,26.308865875752,26.5264604346647,4,23.7340720099079,23.2070077644517,24.5134620811266,24.1345347398856,23.7340720099079,23.2070077644517,24.5134620811266,24.1345347398856,4
"YDL060W","TSR1","TSR1",1.47557211824402,2.89886784800864,26.1302984381898,25.4055502510994,26.0135472454854,26.2114855309479,26.1302984381898,25.4055502510994,26.0135472454854,26.2114855309479,4,24.3607827991638,24.6560551371735,24.2527751362941,24.588979920115,24.3607827991638,24.6560551371735,24.2527751362941,24.588979920115,4
"YOR341W","RPA190","RPA190",1.74566009942436,2.78740199603976,23.7962994916389,23.4590142971042,23.8284216422209,24.5029420052974,23.7962994916389,23.4590142971042,23.8284216422209,24.5029420052974,4,22.619636999982,NA,22.4745694467266,NA,22.619636999982,21.8655230763911,22.4745694467266,21.6443075154643,2
"YDR194C","MSS116","MSS116",1.84312416616454,2.78495439393991,23.3543397886446,22.9744054866633,23.4724637742605,23.4157067005258,23.3543397886446,22.9744054866633,23.4724637742605,23.4157067005258,4,NA,NA,NA,NA,21.4712535345921,21.9135089996227,21.6535404815905,20.8061160696308,0
"YJL130C;YJR109C","URA2","URA2",2.22572194275608,2.70054969585407,26.1914812750103,26.755190567457,27.3005987584662,27.6850527690375,26.1914812750103,26.755190567457,27.3005987584662,27.6850527690375,4,24.312851941828,24.6533786742382,25.4607960776748,24.6024089052057,24.312851941828,24.6533786742382,25.4607960776748,24.6024089052057,4
"YIL078W","THS1","THS1",1.83591416775407,2.65481684243501,23.621762147149,24.4767338452736,23.4974094230847,23.721923583035,23.621762147149,24.4767338452736,23.4974094230847,23.721923583035,4,NA,NA,22.7314640556934,NA,21.7011078696033,22.0552606576278,22.7314640556934,21.4863397446016,1
"YLR249W;YNL014W","YEF3","YEF3",1.27264608106755,2.4901517351109,27.8596427422773,28.2909667456002,28.5829073354301,28.2014900316392,27.8596427422773,28.2909667456002,28.5829073354301,28.2014900316392,4,27.0298112493278,26.5618721025992,27.5098280296851,26.7429111490645,27.0298112493278,26.5618721025992,27.5098280296851,26.7429111490645,4
"YDR381W","YRA1","YRA1",1.11335347513524,2.44032720569736,26.5704678090712,25.7552160407916,26.1490901221633,25.9021231646806,26.5704678090712,25.7552160407916,26.1490901221633,25.9021231646806,4,25.4352353239002,24.7175898294498,24.9683795748631,24.8022785079526,25.4352353239002,24.7175898294498,24.9683795748631,24.8022785079526,4
