"Protein.IDs","my_label","Gene.names","difference_RNase_WT","log10.pvalue_RNase_WT","log2.LFQ.intensity.RNase_01","log2.LFQ.intensity.RNase_02","log2.LFQ.intensity.RNase_03","log2.LFQ.intensity.RNase_04","imputed.log2.LFQ.intensity.RNase_01","imputed.log2.LFQ.intensity.RNase_02","imputed.log2.LFQ.intensity.RNase_03","imputed.log2.LFQ.intensity.RNase_04","value_count_RNase","log2.LFQ.intensity.WT_01","log2.LFQ.intensity.WT_02","log2.LFQ.intensity.WT_03","log2.LFQ.intensity.WT_04","imputed.log2.LFQ.intensity.WT_01","imputed.log2.LFQ.intensity.WT_02","imputed.log2.LFQ.intensity.WT_03","imputed.log2.LFQ.intensity.WT_04","value_count_WT"
"YGR072W-TAP;YGR072W","UPF3-TAP","UPF3-TAP",5.79852818723351,3.61151503130692,26.3266827947921,26.6340875984775,24.1418794987,25.9699389010549,26.3266827947921,26.6340875984775,24.1418794987,25.9699389010549,4,NA,NA,21.2345601849369,NA,20.014860511139,19.6171637551932,21.2345601849369,19.0118915928212,1
"YLL050C","COF1","COF1",4.38274666924609,3.31995833819348,22.5447229977555,23.3142358220692,24.7095142400193,24.2023964848778,22.5447229977555,23.3142358220692,24.7095142400193,24.2023964848778,4,NA,NA,NA,NA,20.0155244839078,19.4918157245331,19.575941907059,18.1566007522376,0
"YHR077C","NMD2","NMD2",6.64277187826537,3.20722970779638,26.9033420165175,26.9722418619679,24.3751752207998,26.3608832432423,26.9033420165175,26.9722418619679,24.3751752207998,26.3608832432423,4,NA,NA,NA,NA,19.9408682506878,19.6435531993636,19.608670020662,18.8474633587528,0
"YCL050C","APA1","APA1",2.18590622785435,3.19159503990706,21.756377147229,21.7436970887754,20.9883601637017,21.9003229006405,21.756377147229,21.7436970887754,20.9883601637017,21.9003229006405,4,NA,NA,NA,NA,19.9443132077489,19.4612251667882,19.5175198607855,18.7220741536066,0
"YEL034W;YJR047C","HYP2","HYP2",3.9467389058955,2.92405599915787,23.0217614600088,23.9674563625494,25.182264917185,24.4022355769491,23.0217614600088,23.9674563625494,25.182264917185,24.4022355769491,4,NA,NA,NA,21.6820464477685,19.9735311163988,19.4303461323401,19.7008389966028,21.6820464477685,1
"YLR432W","IMD3","IMD3",3.66217629619644,2.74210745488892,22.5282413796731,22.7988127086522,23.6844241816164,22.6210466576838,22.5282413796731,22.7988127086522,23.6844241816164,22.6210466576838,4,NA,NA,NA,NA,19.9277915771755,19.6464096932393,19.6452223662392,17.7643961061856,0
"YLR293C;YOR185C","GSP1","GSP1",3.12108286944157,2.71797541348719,22.467273190795,22.8620977653755,24.271632288977,23.365195736409,22.467273190795,22.8620977653755,24.271632288977,23.365195736409,4,NA,NA,NA,21.4036403687402,19.9595944828382,19.4270870700006,19.6915455822111,21.4036403687402,1
"YPR069C","SPE3","SPE3",3.32561520479532,2.65156212890405,22.0673332538545,21.8599199405597,23.8801694168175,22.449020651144,22.0673332538545,21.8599199405597,23.8801694168175,22.449020651144,4,NA,NA,NA,NA,19.9309303361242,19.5132115219396,19.648366838872,17.8614737462586,0
"YML126C","ERG13","ERG13",3.06826832093168,2.57493176387402,21.455481747505,21.9229588945723,23.1998232885693,22.2768797772051,21.455481747505,21.9229588945723,23.1998232885693,22.2768797772051,4,NA,NA,NA,NA,19.9072161555384,19.3749988889155,19.54218704679,17.7576683328811,0
"YBR011C","IPP1","IPP1",4.07832164193339,2.56208052055921,22.8167524356445,23.8135267873378,25.5667715437763,24.6577458488789,22.8167524356445,23.8135267873378,25.5667715437763,24.6577458488789,4,NA,NA,20.3352725795751,20.7403242862884,19.9818455207718,19.4840676612687,20.3352725795751,20.7403242862884,2
"YBL099W","ATP1","ATP1",2.66568072288391,2.55783038501838,21.7868008522171,21.8034516351923,22.696763818088,21.9668757551359,21.7868008522171,21.8034516351923,22.696763818088,21.9668757551359,4,NA,NA,NA,NA,19.9877149635331,19.7165554337824,19.6781799985402,18.208718773242,0
"YLR354C","TAL1","TAL1",3.39279872391088,2.46066323328078,22.5667657382676,23.7241116162323,25.2323146422717,24.3327894314844,22.5667657382676,23.7241116162323,25.2323146422717,24.3327894314844,4,NA,19.7782664657,21.1714553701199,21.3512692493406,19.983795447452,19.7782664657,21.1714553701199,21.3512692493406,3
"YGR254W","ENO1","ENO1",4.42570380251427,2.43957623349313,23.2356268726313,24.2516921673648,26.6090768115889,25.4514249441266,23.2356268726313,24.2516921673648,26.6090768115889,25.4514249441266,4,NA,NA,21.4438966053187,20.932073424244,20.0214875096078,19.4475480464839,21.4438966053187,20.932073424244,2
"YHR174W","ENO2","ENO2",2.6185944817855,2.43479143890141,28.874991803575,29.1681329379956,30.7633508265885,29.9601653463913,28.874991803575,29.1681329379956,30.7633508265885,29.9601653463913,4,26.4882891921622,26.9295383515913,27.4049496252966,27.4694858183583,26.4882891921622,26.9295383515913,27.4049496252966,27.4694858183583,4
"YGR192C","TDH3","TDH3",2.58943058204359,2.3459140175985,28.2566041263635,29.0613667425113,30.3233491753373,29.5740354964321,28.2566041263635,29.0613667425113,30.3233491753373,29.5740354964321,4,26.2332659502205,26.5478086249427,26.8147005849815,27.2618580523252,26.2332659502205,26.5478086249427,26.8147005849815,27.2618580523252,4
"YGL245W","GUS1","GUS1",3.62658295016884,2.32791927744075,23.0524513025728,24.0936980239063,25.5533274260339,24.6347246538849,23.0524513025728,24.0936980239063,25.5533274260339,24.6347246538849,4,NA,NA,22.0292467800316,21.475658235873,19.9662951305085,19.3566694593095,22.0292467800316,21.475658235873,2
"YLL026W","HSP104","HSP104",2.61604621044306,2.30780205434872,21.4655305346693,22.2106832330352,22.5535618009903,21.712382578621,21.4655305346693,22.2106832330352,22.5535618009903,21.712382578621,4,20.3343998717733,NA,NA,NA,20.3343998717733,19.4578616602116,19.5482881852818,18.1374235882768,1
"YKL152C","GPM1","GPM1",2.10071165277945,2.29234994718891,26.3176724771712,26.8591095189136,28.0538789125149,27.3297992118114,26.3176724771712,26.8591095189136,28.0538789125149,27.3297992118114,4,24.695882873665,24.7063556289253,25.3814600423351,25.373914964368,24.695882873665,24.7063556289253,25.3814600423351,25.373914964368,4
"YLR109W","AHP1","AHP1",3.76698890819053,2.27490131915531,23.1807408192572,23.7874586295567,26.001335171228,25.1958047203677,23.1807408192572,23.7874586295567,26.001335171228,25.1958047203677,4,19.9875971082469,21.9463166218401,NA,21.6513215264018,19.9875971082469,21.9463166218401,19.5121484511587,21.6513215264018,3
"YLR058C","SHM2","SHM2",4.01945255479623,2.26719618698962,23.1083062167207,24.7716289001566,26.4896371761172,25.264312301405,23.1083062167207,24.7716289001566,26.4896371761172,25.264312301405,4,NA,NA,21.8944877038554,22.0401933840058,20.02217698213,19.5992163052233,21.8944877038554,22.0401933840058,2
"YGL253W","HXK2","HXK2",3.74461774674263,2.22657670866432,23.0337731629791,23.8313242554478,25.9288609769607,24.8891117700813,23.0337731629791,23.8313242554478,25.9288609769607,24.8891117700813,4,NA,20.626136794333,NA,22.4869921008861,20.0371204736386,20.626136794333,19.5543498096407,22.4869921008861,2
"YKR059W;YJL138C","TIF1","TIF1",3.80881812841905,2.22325886516092,22.5112555995448,24.292494643009,25.9189349167257,24.8204092120685,22.5112555995448,24.292494643009,25.9189349167257,24.8204092120685,4,NA,NA,21.4580881527626,21.3515927719255,19.923831372613,19.5743095603708,21.4580881527626,21.3515927719255,2
"YMR205C","PFK2","PFK2",3.0493894845333,2.20404876179144,21.2755448293917,21.7596720409768,23.7022919195406,22.5546862710713,21.2755448293917,21.7596720409768,23.7022919195406,22.5546862710713,4,NA,NA,NA,NA,20.0456054086172,19.6837226121694,19.618872443759,17.7464366583016,0
"YKL216W","URA1","URA1",2.64909663997713,2.18019738423926,21.0489976529111,21.4498015415777,23.3425879827762,22.2363716251096,21.0489976529111,21.4498015415777,23.3425879827762,22.2363716251096,4,NA,NA,NA,NA,19.9632535912233,19.3851188682977,19.6557072448394,18.4772925381057,0
"YHR179W","OYE2","OYE2",2.9607980992441,2.11561204715005,21.0735898284058,21.5632782141098,23.6030884067683,22.7258804539062,21.0735898284058,21.5632782141098,23.6030884067683,22.7258804539062,4,NA,NA,NA,NA,20.0438973239091,19.5455944812769,19.6283680875787,17.904784613449,0
"YDR050C","TPI1","TPI1",2.69342757324465,2.09523102730246,25.4581069318636,26.4872006954244,27.8053817676833,27.1753138040582,25.4581069318636,26.4872006954244,27.8053817676833,27.1753138040582,4,23.5638367848237,23.8679709470492,24.2934772619024,24.4270079122755,23.5638367848237,23.8679709470492,24.2934772619024,24.4270079122755,4
"YCR012W","PGK1","PGK1",2.60214485516854,2.05977615575504,27.217340662574,27.9230904153999,29.5772270017329,28.4957561749237,27.217340662574,27.9230904153999,29.5772270017329,28.4957561749237,4,25.3151000736022,25.3990110938077,26.0564549788373,26.0342686877091,25.3151000736022,25.3990110938077,26.0564549788373,26.0342686877091,4
"YJR009C","TDH2","TDH2",3.09365402368204,2.05913714293045,22.2193954366093,23.7997614470509,25.1364135551156,24.2843270943648,22.2193954366093,23.7997614470509,25.1364135551156,24.2843270943648,4,20.5663476802333,NA,21.7420939342619,21.3398456544772,20.5663476802333,19.4169941694401,21.7420939342619,21.3398456544772,3
"YDR454C","GUK1","GUK1",2.20807268623224,2.00668983189258,20.9060978818081,20.9366810673949,22.4334917163906,21.7411888041661,20.9060978818081,20.9366810673949,22.4334917163906,21.7411888041661,4,NA,NA,NA,NA,19.9910828312865,19.4929777521474,19.7312378004672,17.9698703409296,0
"YOL086C;YMR303C","ADH1","ADH1",2.05678043693919,2.00138375348785,27.3191551351435,28.1383875876142,29.3259883897449,28.521144817332,27.3191551351435,28.1383875876142,29.3259883897449,28.521144817332,4,25.749933447467,26.2655825708767,26.5572920218847,26.5047461418496,25.749933447467,26.2655825708767,26.5572920218847,26.5047461418496,4
"YHR020W","YHR020W","YHR020W",1.12099282761528,1.98312565319387,22.0775394241834,22.5084776313922,23.0523020368119,22.2664228386558,22.0775394241834,22.5084776313922,23.0523020368119,22.2664228386558,4,21.025061138699,21.010519910719,21.9415964355649,21.4435931355993,21.025061138699,21.010519910719,21.9415964355649,21.4435931355993,4
"YGR094W","VAS1","VAS1",3.52077797946399,1.97936544745108,20.9442087501029,22.8383437447125,24.5393723052991,23.2534100999121,20.9442087501029,22.8383437447125,24.5393723052991,23.2534100999121,4,NA,NA,NA,NA,20.0102689160657,19.5940606182358,19.6769290813247,18.2109643665446,0
