bait,prey,complex,n_complex
Lsm3,Smd1,U4/U6 x U5 tri-snRNP complex,28
Lsm3,Smd2,U4/U6 x U5 tri-snRNP complex,28
Lsm3,Smd3,U4/U6 x U5 tri-snRNP complex,28
Lsm3,Sme1,U4/U6 x U5 tri-snRNP complex,28
Lsm3,Smx2,U4/U6 x U5 tri-snRNP complex,28
Lsm3,Smx3,U4/U6 x U5 tri-snRNP complex,28
Lsm3,Snu114,U4/U6 x U5 tri-snRNP complex,28
Lsm3,Snu13,U4/U6 x U5 tri-snRNP complex,28
Lsm3,Snu23,U4/U6 x U5 tri-snRNP complex,28
Lsm3,Snu66,U4/U6 x U5 tri-snRNP complex,28
Lsm3,Spp381,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Brr2,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Dib1,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Lsm2,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Lsm3,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Lsm5,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Lsm6,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Lsm7,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Lsm8,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Prp18,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Prp3,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Prp31,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Prp38,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Prp4,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Prp6,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Prp8,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Smb1,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Smd1,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Smd2,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Smd3,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Sme1,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Smx2,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Smx3,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Snu114,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Snu13,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Snu23,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Snu66,U4/U6 x U5 tri-snRNP complex,28
Lsm4,Spp381,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Brr2,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Dib1,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Lsm2,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Lsm3,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Lsm4,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Lsm6,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Lsm7,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Lsm8,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Prp18,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Prp3,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Prp31,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Prp38,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Prp4,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Prp6,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Prp8,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Smb1,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Smd1,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Smd2,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Smd3,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Sme1,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Smx2,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Smx3,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Snu114,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Snu13,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Snu23,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Snu66,U4/U6 x U5 tri-snRNP complex,28
Lsm5,Spp381,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Brr2,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Dib1,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Lsm2,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Lsm3,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Lsm4,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Lsm5,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Lsm7,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Lsm8,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Prp18,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Prp3,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Prp31,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Prp38,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Prp4,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Prp6,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Prp8,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Smb1,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Smd1,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Smd2,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Smd3,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Sme1,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Smx2,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Smx3,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Snu114,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Snu13,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Snu23,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Snu66,U4/U6 x U5 tri-snRNP complex,28
Lsm6,Spp381,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Brr2,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Dib1,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Lsm2,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Lsm3,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Lsm4,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Lsm5,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Lsm6,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Lsm8,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Prp18,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Prp3,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Prp31,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Prp38,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Prp4,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Prp6,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Prp8,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Smb1,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Smd1,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Smd2,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Smd3,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Sme1,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Smx2,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Smx3,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Snu114,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Snu13,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Snu23,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Snu66,U4/U6 x U5 tri-snRNP complex,28
Lsm7,Spp381,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Brr2,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Dib1,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Lsm2,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Lsm3,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Lsm4,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Lsm5,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Lsm6,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Lsm7,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Prp18,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Prp3,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Prp31,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Prp38,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Prp4,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Prp6,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Prp8,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Smb1,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Smd1,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Smd2,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Smd3,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Sme1,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Smx2,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Smx3,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Snu114,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Snu13,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Snu23,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Snu66,U4/U6 x U5 tri-snRNP complex,28
Lsm8,Spp381,U4/U6 x U5 tri-snRNP complex,28
Prp18,Brr2,U4/U6 x U5 tri-snRNP complex,28
Prp18,Dib1,U4/U6 x U5 tri-snRNP complex,28
Prp18,Lsm2,U4/U6 x U5 tri-snRNP complex,28
Prp18,Lsm3,U4/U6 x U5 tri-snRNP complex,28
Prp18,Lsm4,U4/U6 x U5 tri-snRNP complex,28
Prp18,Lsm5,U4/U6 x U5 tri-snRNP complex,28
Prp18,Lsm6,U4/U6 x U5 tri-snRNP complex,28
Prp18,Lsm7,U4/U6 x U5 tri-snRNP complex,28
Prp18,Lsm8,U4/U6 x U5 tri-snRNP complex,28
Prp18,Prp3,U4/U6 x U5 tri-snRNP complex,28
Prp18,Prp31,U4/U6 x U5 tri-snRNP complex,28
Prp18,Prp38,U4/U6 x U5 tri-snRNP complex,28
Prp18,Prp4,U4/U6 x U5 tri-snRNP complex,28
Prp18,Prp6,U4/U6 x U5 tri-snRNP complex,28
Prp18,Prp8,U4/U6 x U5 tri-snRNP complex,28
Prp18,Smb1,U4/U6 x U5 tri-snRNP complex,28
Prp18,Smd1,U4/U6 x U5 tri-snRNP complex,28
Prp18,Smd2,U4/U6 x U5 tri-snRNP complex,28
Prp18,Smd3,U4/U6 x U5 tri-snRNP complex,28
Prp18,Sme1,U4/U6 x U5 tri-snRNP complex,28
Prp18,Smx2,U4/U6 x U5 tri-snRNP complex,28
Prp18,Smx3,U4/U6 x U5 tri-snRNP complex,28
Prp18,Snu114,U4/U6 x U5 tri-snRNP complex,28
Prp18,Snu13,U4/U6 x U5 tri-snRNP complex,28
Prp18,Snu23,U4/U6 x U5 tri-snRNP complex,28
Prp18,Snu66,U4/U6 x U5 tri-snRNP complex,28
Prp18,Spp381,U4/U6 x U5 tri-snRNP complex,28
Prp3,Brr2,U4/U6 x U5 tri-snRNP complex,28
Prp3,Dib1,U4/U6 x U5 tri-snRNP complex,28
Prp3,Lsm2,U4/U6 x U5 tri-snRNP complex,28
Prp3,Lsm3,U4/U6 x U5 tri-snRNP complex,28
Prp3,Lsm4,U4/U6 x U5 tri-snRNP complex,28
Prp3,Lsm5,U4/U6 x U5 tri-snRNP complex,28
Prp3,Lsm6,U4/U6 x U5 tri-snRNP complex,28
Prp3,Lsm7,U4/U6 x U5 tri-snRNP complex,28
Prp3,Lsm8,U4/U6 x U5 tri-snRNP complex,28
Prp3,Prp18,U4/U6 x U5 tri-snRNP complex,28
Prp3,Prp31,U4/U6 x U5 tri-snRNP complex,28
Prp3,Prp38,U4/U6 x U5 tri-snRNP complex,28
Prp3,Prp4,U4/U6 x U5 tri-snRNP complex,28
Prp3,Prp6,U4/U6 x U5 tri-snRNP complex,28
Prp3,Prp8,U4/U6 x U5 tri-snRNP complex,28
Prp3,Smb1,U4/U6 x U5 tri-snRNP complex,28
Prp3,Smd1,U4/U6 x U5 tri-snRNP complex,28
Prp3,Smd2,U4/U6 x U5 tri-snRNP complex,28
Prp3,Smd3,U4/U6 x U5 tri-snRNP complex,28
Prp3,Sme1,U4/U6 x U5 tri-snRNP complex,28
Prp3,Smx2,U4/U6 x U5 tri-snRNP complex,28
Prp3,Smx3,U4/U6 x U5 tri-snRNP complex,28
Prp3,Snu114,U4/U6 x U5 tri-snRNP complex,28
Prp3,Snu13,U4/U6 x U5 tri-snRNP complex,28
Prp3,Snu23,U4/U6 x U5 tri-snRNP complex,28
Prp3,Snu66,U4/U6 x U5 tri-snRNP complex,28
Prp3,Spp381,U4/U6 x U5 tri-snRNP complex,28
Prp31,Brr2,U4/U6 x U5 tri-snRNP complex,28
Prp31,Dib1,U4/U6 x U5 tri-snRNP complex,28
Prp31,Lsm2,U4/U6 x U5 tri-snRNP complex,28
Prp31,Lsm3,U4/U6 x U5 tri-snRNP complex,28
Prp31,Lsm4,U4/U6 x U5 tri-snRNP complex,28
Prp31,Lsm5,U4/U6 x U5 tri-snRNP complex,28
Prp31,Lsm6,U4/U6 x U5 tri-snRNP complex,28
Prp31,Lsm7,U4/U6 x U5 tri-snRNP complex,28
Prp31,Lsm8,U4/U6 x U5 tri-snRNP complex,28
Prp31,Prp18,U4/U6 x U5 tri-snRNP complex,28
Prp31,Prp3,U4/U6 x U5 tri-snRNP complex,28
Prp31,Prp38,U4/U6 x U5 tri-snRNP complex,28
Prp31,Prp4,U4/U6 x U5 tri-snRNP complex,28
Prp31,Prp6,U4/U6 x U5 tri-snRNP complex,28
Prp31,Prp8,U4/U6 x U5 tri-snRNP complex,28
Prp31,Smb1,U4/U6 x U5 tri-snRNP complex,28
Prp31,Smd1,U4/U6 x U5 tri-snRNP complex,28
Prp31,Smd2,U4/U6 x U5 tri-snRNP complex,28
Prp31,Smd3,U4/U6 x U5 tri-snRNP complex,28
Prp31,Sme1,U4/U6 x U5 tri-snRNP complex,28
Prp31,Smx2,U4/U6 x U5 tri-snRNP complex,28
Prp31,Smx3,U4/U6 x U5 tri-snRNP complex,28
Prp31,Snu114,U4/U6 x U5 tri-snRNP complex,28
Prp31,Snu13,U4/U6 x U5 tri-snRNP complex,28
Prp31,Snu23,U4/U6 x U5 tri-snRNP complex,28
Prp31,Snu66,U4/U6 x U5 tri-snRNP complex,28
Prp31,Spp381,U4/U6 x U5 tri-snRNP complex,28
Prp38,Brr2,U4/U6 x U5 tri-snRNP complex,28
Prp38,Dib1,U4/U6 x U5 tri-snRNP complex,28
Prp38,Lsm2,U4/U6 x U5 tri-snRNP complex,28
Prp38,Lsm3,U4/U6 x U5 tri-snRNP complex,28
Prp38,Lsm4,U4/U6 x U5 tri-snRNP complex,28
Prp38,Lsm5,U4/U6 x U5 tri-snRNP complex,28
Prp38,Lsm6,U4/U6 x U5 tri-snRNP complex,28
Prp38,Lsm7,U4/U6 x U5 tri-snRNP complex,28
Prp38,Lsm8,U4/U6 x U5 tri-snRNP complex,28
Prp38,Prp18,U4/U6 x U5 tri-snRNP complex,28
Prp38,Prp3,U4/U6 x U5 tri-snRNP complex,28
Prp38,Prp31,U4/U6 x U5 tri-snRNP complex,28
Prp38,Prp4,U4/U6 x U5 tri-snRNP complex,28
Prp38,Prp6,U4/U6 x U5 tri-snRNP complex,28
Prp38,Prp8,U4/U6 x U5 tri-snRNP complex,28
Prp38,Smb1,U4/U6 x U5 tri-snRNP complex,28
Prp38,Smd1,U4/U6 x U5 tri-snRNP complex,28
Prp38,Smd2,U4/U6 x U5 tri-snRNP complex,28
Prp38,Smd3,U4/U6 x U5 tri-snRNP complex,28
Prp38,Sme1,U4/U6 x U5 tri-snRNP complex,28
Prp38,Smx2,U4/U6 x U5 tri-snRNP complex,28
Prp38,Smx3,U4/U6 x U5 tri-snRNP complex,28
Prp38,Snu114,U4/U6 x U5 tri-snRNP complex,28
Prp38,Snu13,U4/U6 x U5 tri-snRNP complex,28
Prp38,Snu23,U4/U6 x U5 tri-snRNP complex,28
Prp38,Snu66,U4/U6 x U5 tri-snRNP complex,28
Prp38,Spp381,U4/U6 x U5 tri-snRNP complex,28
Prp4,Brr2,U4/U6 x U5 tri-snRNP complex,28
Prp4,Dib1,U4/U6 x U5 tri-snRNP complex,28
Prp4,Lsm2,U4/U6 x U5 tri-snRNP complex,28
Prp4,Lsm3,U4/U6 x U5 tri-snRNP complex,28
Prp4,Lsm4,U4/U6 x U5 tri-snRNP complex,28
Prp4,Lsm5,U4/U6 x U5 tri-snRNP complex,28
Prp4,Lsm6,U4/U6 x U5 tri-snRNP complex,28
Prp4,Lsm7,U4/U6 x U5 tri-snRNP complex,28
Prp4,Lsm8,U4/U6 x U5 tri-snRNP complex,28
Prp4,Prp18,U4/U6 x U5 tri-snRNP complex,28
Prp4,Prp3,U4/U6 x U5 tri-snRNP complex,28
Prp4,Prp31,U4/U6 x U5 tri-snRNP complex,28
Prp4,Prp38,U4/U6 x U5 tri-snRNP complex,28
Prp4,Prp6,U4/U6 x U5 tri-snRNP complex,28
Prp4,Prp8,U4/U6 x U5 tri-snRNP complex,28
Prp4,Smb1,U4/U6 x U5 tri-snRNP complex,28
Prp4,Smd1,U4/U6 x U5 tri-snRNP complex,28
Prp4,Smd2,U4/U6 x U5 tri-snRNP complex,28
Prp4,Smd3,U4/U6 x U5 tri-snRNP complex,28
Prp4,Sme1,U4/U6 x U5 tri-snRNP complex,28
Prp4,Smx2,U4/U6 x U5 tri-snRNP complex,28
Prp4,Smx3,U4/U6 x U5 tri-snRNP complex,28
Prp4,Snu114,U4/U6 x U5 tri-snRNP complex,28
Prp4,Snu13,U4/U6 x U5 tri-snRNP complex,28
Prp4,Snu23,U4/U6 x U5 tri-snRNP complex,28
Prp4,Snu66,U4/U6 x U5 tri-snRNP complex,28
Prp4,Spp381,U4/U6 x U5 tri-snRNP complex,28
Prp6,Brr2,U4/U6 x U5 tri-snRNP complex,28
Prp6,Dib1,U4/U6 x U5 tri-snRNP complex,28
Prp6,Lsm2,U4/U6 x U5 tri-snRNP complex,28
Prp6,Lsm3,U4/U6 x U5 tri-snRNP complex,28
Prp6,Lsm4,U4/U6 x U5 tri-snRNP complex,28
Prp6,Lsm5,U4/U6 x U5 tri-snRNP complex,28
Prp6,Lsm6,U4/U6 x U5 tri-snRNP complex,28
Prp6,Lsm7,U4/U6 x U5 tri-snRNP complex,28
Prp6,Lsm8,U4/U6 x U5 tri-snRNP complex,28
Prp6,Prp18,U4/U6 x U5 tri-snRNP complex,28
Prp6,Prp3,U4/U6 x U5 tri-snRNP complex,28
Prp6,Prp31,U4/U6 x U5 tri-snRNP complex,28
Prp6,Prp38,U4/U6 x U5 tri-snRNP complex,28
Prp6,Prp4,U4/U6 x U5 tri-snRNP complex,28
Prp6,Prp8,U4/U6 x U5 tri-snRNP complex,28
Prp6,Smb1,U4/U6 x U5 tri-snRNP complex,28
Prp6,Smd1,U4/U6 x U5 tri-snRNP complex,28
Prp6,Smd2,U4/U6 x U5 tri-snRNP complex,28
Prp6,Smd3,U4/U6 x U5 tri-snRNP complex,28
Prp6,Sme1,U4/U6 x U5 tri-snRNP complex,28
Prp6,Smx2,U4/U6 x U5 tri-snRNP complex,28
Prp6,Smx3,U4/U6 x U5 tri-snRNP complex,28
Prp6,Snu114,U4/U6 x U5 tri-snRNP complex,28
Prp6,Snu13,U4/U6 x U5 tri-snRNP complex,28
Prp6,Snu23,U4/U6 x U5 tri-snRNP complex,28
Prp6,Snu66,U4/U6 x U5 tri-snRNP complex,28
Prp6,Spp381,U4/U6 x U5 tri-snRNP complex,28
Prp8,Brr2,U4/U6 x U5 tri-snRNP complex,28
Prp8,Dib1,U4/U6 x U5 tri-snRNP complex,28
Prp8,Lsm2,U4/U6 x U5 tri-snRNP complex,28
Prp8,Lsm3,U4/U6 x U5 tri-snRNP complex,28
Prp8,Lsm4,U4/U6 x U5 tri-snRNP complex,28
Prp8,Lsm5,U4/U6 x U5 tri-snRNP complex,28
Prp8,Lsm6,U4/U6 x U5 tri-snRNP complex,28
Prp8,Lsm7,U4/U6 x U5 tri-snRNP complex,28
Prp8,Lsm8,U4/U6 x U5 tri-snRNP complex,28
Prp8,Prp18,U4/U6 x U5 tri-snRNP complex,28
Prp8,Prp3,U4/U6 x U5 tri-snRNP complex,28
Prp8,Prp31,U4/U6 x U5 tri-snRNP complex,28
Prp8,Prp38,U4/U6 x U5 tri-snRNP complex,28
Prp8,Prp4,U4/U6 x U5 tri-snRNP complex,28
Prp8,Prp6,U4/U6 x U5 tri-snRNP complex,28
Prp8,Smb1,U4/U6 x U5 tri-snRNP complex,28
Prp8,Smd1,U4/U6 x U5 tri-snRNP complex,28
Prp8,Smd2,U4/U6 x U5 tri-snRNP complex,28
Prp8,Smd3,U4/U6 x U5 tri-snRNP complex,28
Prp8,Sme1,U4/U6 x U5 tri-snRNP complex,28
Prp8,Smx2,U4/U6 x U5 tri-snRNP complex,28
