bait,prey,complex,n_complex
Prp8,Sme1,U5 snRNP complex,14
Prp8,Smx2,U5 snRNP complex,14
Prp8,Smx3,U5 snRNP complex,14
Prp8,Snu114,U5 snRNP complex,14
Prp8,Aar2,U5 snRNP complex,14
Prp8,Brr2,U5 snRNP complex,14
Prp8,Prp28,U5 snRNP complex,14
Prp8,Lin1,U5 snRNP complex,14
Prp8,Dib1,U5 snRNP complex,14
Prp28,Smb1,U5 snRNP complex,14
Prp28,Smd1,U5 snRNP complex,14
Prp28,Smd2,U5 snRNP complex,14
Prp28,Smd3,U5 snRNP complex,14
Prp28,Sme1,U5 snRNP complex,14
Prp28,Smx2,U5 snRNP complex,14
Prp28,Smx3,U5 snRNP complex,14
Prp28,Snu114,U5 snRNP complex,14
Prp28,Aar2,U5 snRNP complex,14
Prp28,Brr2,U5 snRNP complex,14
Prp28,Prp8,U5 snRNP complex,14
Prp28,Lin1,U5 snRNP complex,14
Prp28,Dib1,U5 snRNP complex,14
Lin1,Smb1,U5 snRNP complex,14
Lin1,Smd1,U5 snRNP complex,14
Lin1,Smd2,U5 snRNP complex,14
Lin1,Smd3,U5 snRNP complex,14
Lin1,Sme1,U5 snRNP complex,14
Lin1,Smx2,U5 snRNP complex,14
Lin1,Smx3,U5 snRNP complex,14
Lin1,Snu114,U5 snRNP complex,14
Lin1,Aar2,U5 snRNP complex,14
Lin1,Brr2,U5 snRNP complex,14
Lin1,Prp8,U5 snRNP complex,14
Lin1,Prp28,U5 snRNP complex,14
Lin1,Dib1,U5 snRNP complex,14
Dib1,Smb1,U5 snRNP complex,14
Dib1,Smd1,U5 snRNP complex,14
Dib1,Smd2,U5 snRNP complex,14
Dib1,Smd3,U5 snRNP complex,14
Dib1,Sme1,U5 snRNP complex,14
Dib1,Smx2,U5 snRNP complex,14
Dib1,Smx3,U5 snRNP complex,14
Dib1,Snu114,U5 snRNP complex,14
Dib1,Aar2,U5 snRNP complex,14
Dib1,Brr2,U5 snRNP complex,14
Dib1,Prp8,U5 snRNP complex,14
Dib1,Prp28,U5 snRNP complex,14
Dib1,Lin1,U5 snRNP complex,14
