bait,prey,complex,n_complex
Snp1,Prp39,commitment complex,21
Snp1,Prp40,commitment complex,21
Snp1,Prp42,commitment complex,21
Snp1,Snu56,commitment complex,21
Snp1,Snu71,commitment complex,21
Snp1,Yhc1,commitment complex,21
Snu56,Cbc2,commitment complex,21
Snu56,Msl5,commitment complex,21
Snu56,Mud2,commitment complex,21
Snu56,Sto1,commitment complex,21
Snu56,Smb1,commitment complex,21
Snu56,Smd1,commitment complex,21
Snu56,Smd2,commitment complex,21
Snu56,Smd3,commitment complex,21
Snu56,Sme1,commitment complex,21
Snu56,Smx2,commitment complex,21
Snu56,Smx3,commitment complex,21
Snu56,Luc7,commitment complex,21
Snu56,Mud1,commitment complex,21
Snu56,Nam8,commitment complex,21
Snu56,Prp39,commitment complex,21
Snu56,Prp40,commitment complex,21
Snu56,Prp42,commitment complex,21
Snu56,Snp1,commitment complex,21
Snu56,Snu71,commitment complex,21
Snu56,Yhc1,commitment complex,21
Snu71,Cbc2,commitment complex,21
Snu71,Msl5,commitment complex,21
Snu71,Mud2,commitment complex,21
Snu71,Sto1,commitment complex,21
Snu71,Smb1,commitment complex,21
Snu71,Smd1,commitment complex,21
Snu71,Smd2,commitment complex,21
Snu71,Smd3,commitment complex,21
Snu71,Sme1,commitment complex,21
Snu71,Smx2,commitment complex,21
Snu71,Smx3,commitment complex,21
Snu71,Luc7,commitment complex,21
Snu71,Mud1,commitment complex,21
Snu71,Nam8,commitment complex,21
Snu71,Prp39,commitment complex,21
Snu71,Prp40,commitment complex,21
Snu71,Prp42,commitment complex,21
Snu71,Snp1,commitment complex,21
Snu71,Snu56,commitment complex,21
Snu71,Yhc1,commitment complex,21
Yhc1,Cbc2,commitment complex,21
Yhc1,Msl5,commitment complex,21
Yhc1,Mud2,commitment complex,21
Yhc1,Sto1,commitment complex,21
Yhc1,Smb1,commitment complex,21
Yhc1,Smd1,commitment complex,21
Yhc1,Smd2,commitment complex,21
Yhc1,Smd3,commitment complex,21
Yhc1,Sme1,commitment complex,21
Yhc1,Smx2,commitment complex,21
Yhc1,Smx3,commitment complex,21
Yhc1,Luc7,commitment complex,21
Yhc1,Mud1,commitment complex,21
Yhc1,Nam8,commitment complex,21
Yhc1,Prp39,commitment complex,21
Yhc1,Prp40,commitment complex,21
Yhc1,Prp42,commitment complex,21
Yhc1,Snp1,commitment complex,21
Yhc1,Snu56,commitment complex,21
Yhc1,Snu71,commitment complex,21
