bait,prey,complex,n_complex
Mud1,Smx2,U1 snRNP complex,17
Mud1,Smx3,U1 snRNP complex,17
Mud1,Luc7,U1 snRNP complex,17
Mud1,Nam8,U1 snRNP complex,17
Mud1,Prp39,U1 snRNP complex,17
Mud1,Prp40,U1 snRNP complex,17
Mud1,Prp42,U1 snRNP complex,17
Mud1,Snp1,U1 snRNP complex,17
Mud1,Snu56,U1 snRNP complex,17
Mud1,Snu71,U1 snRNP complex,17
Mud1,Yhc1,U1 snRNP complex,17
Nam8,Smb1,U1 snRNP complex,17
Nam8,Smd1,U1 snRNP complex,17
Nam8,Smd2,U1 snRNP complex,17
Nam8,Smd3,U1 snRNP complex,17
Nam8,Sme1,U1 snRNP complex,17
Nam8,Smx2,U1 snRNP complex,17
Nam8,Smx3,U1 snRNP complex,17
Nam8,Luc7,U1 snRNP complex,17
Nam8,Mud1,U1 snRNP complex,17
Nam8,Prp39,U1 snRNP complex,17
Nam8,Prp40,U1 snRNP complex,17
Nam8,Prp42,U1 snRNP complex,17
Nam8,Snp1,U1 snRNP complex,17
Nam8,Snu56,U1 snRNP complex,17
Nam8,Snu71,U1 snRNP complex,17
Nam8,Yhc1,U1 snRNP complex,17
Prp39,Smb1,U1 snRNP complex,17
Prp39,Smd1,U1 snRNP complex,17
Prp39,Smd2,U1 snRNP complex,17
Prp39,Smd3,U1 snRNP complex,17
Prp39,Sme1,U1 snRNP complex,17
Prp39,Smx2,U1 snRNP complex,17
Prp39,Smx3,U1 snRNP complex,17
Prp39,Luc7,U1 snRNP complex,17
Prp39,Mud1,U1 snRNP complex,17
Prp39,Nam8,U1 snRNP complex,17
Prp39,Prp40,U1 snRNP complex,17
Prp39,Prp42,U1 snRNP complex,17
Prp39,Snp1,U1 snRNP complex,17
Prp39,Snu56,U1 snRNP complex,17
Prp39,Snu71,U1 snRNP complex,17
Prp39,Yhc1,U1 snRNP complex,17
Prp40,Smb1,U1 snRNP complex,17
Prp40,Smd1,U1 snRNP complex,17
Prp40,Smd2,U1 snRNP complex,17
Prp40,Smd3,U1 snRNP complex,17
Prp40,Sme1,U1 snRNP complex,17
Prp40,Smx2,U1 snRNP complex,17
Prp40,Smx3,U1 snRNP complex,17
Prp40,Luc7,U1 snRNP complex,17
Prp40,Mud1,U1 snRNP complex,17
Prp40,Nam8,U1 snRNP complex,17
Prp40,Prp39,U1 snRNP complex,17
Prp40,Prp42,U1 snRNP complex,17
Prp40,Snp1,U1 snRNP complex,17
Prp40,Snu56,U1 snRNP complex,17
Prp40,Snu71,U1 snRNP complex,17
Prp40,Yhc1,U1 snRNP complex,17
Prp42,Smb1,U1 snRNP complex,17
Prp42,Smd1,U1 snRNP complex,17
Prp42,Smd2,U1 snRNP complex,17
Prp42,Smd3,U1 snRNP complex,17
Prp42,Sme1,U1 snRNP complex,17
Prp42,Smx2,U1 snRNP complex,17
Prp42,Smx3,U1 snRNP complex,17
Prp42,Luc7,U1 snRNP complex,17
Prp42,Mud1,U1 snRNP complex,17
Prp42,Nam8,U1 snRNP complex,17
Prp42,Prp39,U1 snRNP complex,17
Prp42,Prp40,U1 snRNP complex,17
Prp42,Snp1,U1 snRNP complex,17
Prp42,Snu56,U1 snRNP complex,17
Prp42,Snu71,U1 snRNP complex,17
Prp42,Yhc1,U1 snRNP complex,17
Snp1,Smb1,U1 snRNP complex,17
Snp1,Smd1,U1 snRNP complex,17
Snp1,Smd2,U1 snRNP complex,17
Snp1,Smd3,U1 snRNP complex,17
Snp1,Sme1,U1 snRNP complex,17
Snp1,Smx2,U1 snRNP complex,17
Snp1,Smx3,U1 snRNP complex,17
Snp1,Luc7,U1 snRNP complex,17
Snp1,Mud1,U1 snRNP complex,17
Snp1,Nam8,U1 snRNP complex,17
Snp1,Prp39,U1 snRNP complex,17
Snp1,Prp40,U1 snRNP complex,17
Snp1,Prp42,U1 snRNP complex,17
Snp1,Snu56,U1 snRNP complex,17
Snp1,Snu71,U1 snRNP complex,17
Snp1,Yhc1,U1 snRNP complex,17
Snu56,Smb1,U1 snRNP complex,17
Snu56,Smd1,U1 snRNP complex,17
Snu56,Smd2,U1 snRNP complex,17
Snu56,Smd3,U1 snRNP complex,17
Snu56,Sme1,U1 snRNP complex,17
Snu56,Smx2,U1 snRNP complex,17
Snu56,Smx3,U1 snRNP complex,17
Snu56,Luc7,U1 snRNP complex,17
Snu56,Mud1,U1 snRNP complex,17
Snu56,Nam8,U1 snRNP complex,17
Snu56,Prp39,U1 snRNP complex,17
Snu56,Prp40,U1 snRNP complex,17
Snu56,Prp42,U1 snRNP complex,17
Snu56,Snp1,U1 snRNP complex,17
Snu56,Snu71,U1 snRNP complex,17
Snu56,Yhc1,U1 snRNP complex,17
Snu71,Smb1,U1 snRNP complex,17
Snu71,Smd1,U1 snRNP complex,17
Snu71,Smd2,U1 snRNP complex,17
Snu71,Smd3,U1 snRNP complex,17
Snu71,Sme1,U1 snRNP complex,17
Snu71,Smx2,U1 snRNP complex,17
Snu71,Smx3,U1 snRNP complex,17
Snu71,Luc7,U1 snRNP complex,17
Snu71,Mud1,U1 snRNP complex,17
Snu71,Nam8,U1 snRNP complex,17
Snu71,Prp39,U1 snRNP complex,17
Snu71,Prp40,U1 snRNP complex,17
Snu71,Prp42,U1 snRNP complex,17
Snu71,Snp1,U1 snRNP complex,17
Snu71,Snu56,U1 snRNP complex,17
Snu71,Yhc1,U1 snRNP complex,17
Yhc1,Smb1,U1 snRNP complex,17
Yhc1,Smd1,U1 snRNP complex,17
Yhc1,Smd2,U1 snRNP complex,17
Yhc1,Smd3,U1 snRNP complex,17
Yhc1,Sme1,U1 snRNP complex,17
Yhc1,Smx2,U1 snRNP complex,17
Yhc1,Smx3,U1 snRNP complex,17
Yhc1,Luc7,U1 snRNP complex,17
Yhc1,Mud1,U1 snRNP complex,17
Yhc1,Nam8,U1 snRNP complex,17
Yhc1,Prp39,U1 snRNP complex,17
Yhc1,Prp40,U1 snRNP complex,17
Yhc1,Prp42,U1 snRNP complex,17
Yhc1,Snp1,U1 snRNP complex,17
Yhc1,Snu56,U1 snRNP complex,17
Yhc1,Snu71,U1 snRNP complex,17
