bait,prey,complex,n_complex
Prp11,Prp21,SF3a complex,3
Prp11,Prp9,SF3a complex,3
Prp21,Prp11,SF3a complex,3
Prp21,Prp9,SF3a complex,3
Prp9,Prp11,SF3a complex,3
Prp9,Prp21,SF3a complex,3
