"Protein.IDs","my_label","Gene.names","difference_IP_RNase","log10.pvalue_IP_RNase","log2.LFQ.intensity.IP_01","log2.LFQ.intensity.IP_02","log2.LFQ.intensity.IP_03","log2.LFQ.intensity.IP_04","imputed.log2.LFQ.intensity.IP_01","imputed.log2.LFQ.intensity.IP_02","imputed.log2.LFQ.intensity.IP_03","imputed.log2.LFQ.intensity.IP_04","value_count_IP","log2.LFQ.intensity.RNase_01","log2.LFQ.intensity.RNase_02","log2.LFQ.intensity.RNase_03","log2.LFQ.intensity.RNase_04","imputed.log2.LFQ.intensity.RNase_01","imputed.log2.LFQ.intensity.RNase_02","imputed.log2.LFQ.intensity.RNase_03","imputed.log2.LFQ.intensity.RNase_04","value_count_RNase"
"YER165W","PAB1","PAB1",2.13250279413027,3.8926395140497,33.2882956267888,33.2822315576964,33.1127052932138,33.273365341716,33.2882956267888,33.2822315576964,33.1127052932138,33.273365341716,4,30.7479922798796,31.1987649083575,31.2876353292644,31.1921941253924,30.7479922798796,31.1987649083575,31.2876353292644,31.1921941253924,4
"YGL173C","XRN1","XRN1",1.14422227792776,3.84160396739515,29.9706246904108,29.9721322804829,29.9737751294449,29.7837235067864,29.9706246904108,29.9721322804829,29.9737751294449,29.7837235067864,4,28.5882794404417,28.9757167537942,28.6879580966529,28.871412204525,28.5882794404417,28.9757167537942,28.6879580966529,28.871412204525,4
"YLR432W","IMD3","IMD3",1.80756471867277,3.05034270312976,30.4803904777829,30.7626382477321,30.4217174778661,30.2401351359424,30.4803904777829,30.7626382477321,30.4217174778661,30.2401351359424,4,28.0531020866642,28.9459517606825,28.819276602354,28.8562920149318,28.0531020866642,28.9459517606825,28.819276602354,28.8562920149318,4
"YHL034C","SBP1","SBP1",1.86070435326229,2.63721087580204,29.8947392099002,29.9603034628091,29.8198095268233,29.8748013110625,29.8947392099002,29.9603034628091,29.8198095268233,29.8748013110625,4,27.4290212653014,28.1930053581042,28.2861265161387,28.1986829580016,27.4290212653014,28.1930053581042,28.2861265161387,28.1986829580016,4
"YMR229C","RRP5","RRP5",1.04617041121062,2.6127252855156,30.3051950321978,30.7970698769885,30.3604521213344,30.1718828986579,30.3051950321978,30.7970698769885,30.3604521213344,30.1718828986579,4,29.2457892533902,29.4706110293663,29.3996834557023,29.3338345458773,29.2457892533902,29.4706110293663,29.3996834557023,29.3338345458773,4
"YGL228W","SHE10","SHE10",1.12259697731857,2.57826708993758,27.612806981102,27.7441951425997,27.5610709088161,27.7434248836167,27.612806981102,27.7441951425997,27.5610709088161,27.7434248836167,4,26.8959672015274,26.3561547955753,26.2623599902414,26.6566280195163,26.8959672015274,26.3561547955753,26.2623599902414,26.6566280195163,4
"YBL032W","HEK2","HEK2",2.44650506167808,2.09862557326176,27.0614697516892,27.8486422322024,27.5323735243136,27.241726887272,27.0614697516892,27.8486422322024,27.5323735243136,27.241726887272,4,23.9275052728288,24.776054657082,25.0748803483693,26.119751870485,23.9275052728288,24.776054657082,25.0748803483693,26.119751870485,4
"YDR375C","BCS1","BCS1",1.26374215622813,2.05566855152685,28.8095888187079,28.8602053754349,28.7647116656825,28.9425441699442,28.8095888187079,28.8602053754349,28.7647116656825,28.9425441699442,4,28.1851797212713,27.2539474359824,27.2842741362041,27.5986801113992,28.1851797212713,27.2539474359824,27.2842741362041,27.5986801113992,4
"YNL175C","NOP13","NOP13",1.7708300594163,2.00831564011545,26.7291004088961,27.8321335266833,27.336454665606,27.2600639899901,26.7291004088961,27.8321335266833,27.336454665606,27.2600639899901,4,NA,25.7447084202146,25.6330067307646,26.2242767097844,24.4724404927467,25.7447084202146,25.6330067307646,26.2242767097844,3
"YML103C","NUP188","NUP188",1.23959350183998,1.79401069523155,25.8864395309128,26.2146198703144,26.3090047065593,25.9906858587805,25.8864395309128,26.2146198703144,26.3090047065593,25.9906858587805,4,25.304520667236,24.9007190594028,25.1758467679023,NA,25.304520667236,24.9007190594028,25.1758467679023,24.0612894646659,3
"YDR174W","HMO1","HMO1",3.43326646187664,1.76371965856518,28.6000990395105,28.8636947190811,28.7769645283933,28.7600541783883,28.6000990395105,28.8636947190811,28.7769645283933,28.7600541783883,4,NA,25.929741501978,NA,27.0645566119516,24.21674696809,25.929741501978,24.0567015358471,27.0645566119516,2
"YDL189W","RBS1","RBS1",1.22355345634552,1.61189345376828,26.8627788441281,26.7156798931338,26.8535284866503,27.3243153017448,26.8627788441281,26.7156798931338,26.8535284866503,27.3243153017448,4,26.5380996306223,25.125734437854,25.2947746969176,25.9034799348811,26.5380996306223,25.125734437854,25.2947746969176,25.9034799348811,4
"YEL037C","RAD23","RAD23",1.92862477421935,1.52855473521676,26.3606321199325,26.3564402832252,26.4529962678719,26.2786317959418,26.3606321199325,26.3564402832252,26.4529962678719,26.2786317959418,4,NA,NA,25.7897485431488,NA,24.5369073182152,23.5972066989497,25.7897485431488,23.8103388097803,1
"YDR324C","UTP4","UTP4",1.80411393492803,1.42916971907674,26.1623095719511,26.5867772663288,26.063322660309,25.9744317455713,26.1623095719511,26.5867772663288,26.063322660309,25.9744317455713,4,NA,NA,25.9585456356052,NA,24.0242006972343,23.8090814080992,25.9585456356052,23.7785577635094,1
"YML056C","IMD4","IMD4",2.96789972557954,1.36255205569027,27.5388988830738,28.2960972298686,28.5814713892173,27.8646690442555,27.5388988830738,28.2960972298686,28.5814713892173,27.8646690442555,4,26.4883964642794,26.8649051452365,NA,NA,26.4883964642794,26.8649051452365,23.591256192067,23.4649798425142,2
