"Protein.IDs","my_label","Gene.names","difference_RNase_WT","log10.pvalue_RNase_WT","log2.LFQ.intensity.RNase_01","log2.LFQ.intensity.RNase_02","log2.LFQ.intensity.RNase_03","log2.LFQ.intensity.RNase_04","imputed.log2.LFQ.intensity.RNase_01","imputed.log2.LFQ.intensity.RNase_02","imputed.log2.LFQ.intensity.RNase_03","imputed.log2.LFQ.intensity.RNase_04","value_count_RNase","log2.LFQ.intensity.WT_01","log2.LFQ.intensity.WT_02","log2.LFQ.intensity.WT_03","log2.LFQ.intensity.WT_04","imputed.log2.LFQ.intensity.WT_01","imputed.log2.LFQ.intensity.WT_02","imputed.log2.LFQ.intensity.WT_03","imputed.log2.LFQ.intensity.WT_04","value_count_WT"
"YDR301W","CFT1","CFT1",6.45254092954935,5.97324938089766,28.0234799268161,27.2068550374081,27.6972359102409,27.1513179238709,28.0234799268161,27.2068550374081,27.6972359102409,27.1513179238709,4,NA,21.501254081476,NA,NA,21.2150283212317,21.501254081476,21.1617537388073,20.3906889386235,1
"YDR172W-TAP;YDR172W","SUP35-TAP","SUP35-TAP",5.9682192447683,5.23982902784542,27.2952653141632,26.1364722286842,26.7578628148238,27.2515115934812,27.2952653141632,26.1364722286842,26.7578628148238,27.2515115934812,4,NA,NA,NA,NA,21.4653058473881,20.253224263876,21.2987245952042,20.550980265611,0
"YAL043C","PTA1","PTA1",4.43174975095745,5.18284509592548,25.5561374156401,24.9013176976128,25.3912624723074,25.5679611800509,25.5561374156401,24.9013176976128,25.3912624723074,25.5679611800509,4,NA,NA,NA,NA,21.3745513211768,20.7079269884029,21.1741215238811,20.4330799283206,0
"YLR115W","CFT2","CFT2",5.89860920395959,5.11337235098443,26.8781824747369,26.1850095375071,26.6647873119266,26.9613527156937,26.8781824747369,26.1850095375071,26.6647873119266,26.9613527156937,4,NA,NA,NA,NA,21.4480336674203,20.2216752967847,20.9617827511124,20.4634035087086,0
"YKR002W","PAP1","PAP1",5.1822052208989,5.08537076689377,26.4637764183806,25.277603540834,26.0598413461152,26.3916230354422,26.4637764183806,25.277603540834,26.0598413461152,26.3916230354422,4,NA,NA,NA,NA,21.0767404982709,20.4494394690778,21.4055203387154,20.5323231511122,0
"YPR107C","YTH1","YTH1",5.01053625232587,5.0301324326661,26.5556109593175,25.473021457307,26.0462062824418,26.4607492168943,26.5556109593175,25.473021457307,26.0462062824418,26.4607492168943,4,NA,NA,NA,NA,21.7591392812609,20.6083148605365,21.3551345231763,20.7708542416834,0
"YLR277C","YSH1","YSH1",4.03205535454611,4.87495984290623,25.2679947912109,24.5027599502727,25.0934159523941,25.1087688209361,25.2679947912109,24.5027599502727,25.0934159523941,25.1087688209361,4,NA,NA,NA,NA,21.4401560228959,20.6243411997242,21.2471669508504,20.5330539231588,0
"YKL059C","MPE1","MPE1",3.4199324504769,4.64637839399855,24.682443008981,23.9251523635716,24.3831753375373,24.6232143936251,24.682443008981,23.9251523635716,24.3831753375373,24.6232143936251,4,NA,NA,NA,NA,21.4888905893698,20.7899435944669,21.1490672625007,20.5063538554701,0
"YJR093C","FIP1","FIP1",4.64644927998571,4.57919253816369,25.9682916753297,24.6906711268438,25.4756829715336,25.7124822899974,25.9682916753297,24.6906711268438,25.4756829715336,25.7124822899974,4,NA,NA,NA,NA,21.1412315324191,20.7566888633519,21.0247905575563,20.3386199904344,0
"YOR167C;YLR264W","RPS28A","RPS28A",2.80689165093008,4.56373930516377,23.8069554739106,23.1518056438508,23.8172405416954,23.7318990422488,23.8069554739106,23.1518056438508,23.8172405416954,23.7318990422488,4,NA,NA,NA,NA,21.190465318665,20.7253503982555,21.0063951138334,20.3581232672315,0
"YNL317W","PFS2","PFS2",4.2855875069954,4.39151771535151,25.6960686597166,24.3993697258126,25.2592200093717,25.6286473352247,25.6960686597166,24.3993697258126,25.2592200093717,25.6286473352247,4,NA,NA,NA,NA,21.2032665991012,20.6296104868162,21.5299695529517,20.4781090632748,0
"YDR195W","REF2","REF2",2.01504343603893,3.60745134860764,23.4039263624057,22.714480312205,23.1172290006212,23.1564114898954,23.4039263624057,22.714480312205,23.1172290006212,23.1564114898954,4,NA,NA,NA,NA,21.3857679550246,20.9080576934558,21.4200871180839,20.6179606544074,0
"YLR044C;YLR134W","PDC1","PDC1",1.7042994492845,3.05247029486423,28.7420759400487,29.3662593401879,28.7605618456097,28.4014952347541,28.7420759400487,29.3662593401879,28.7605618456097,28.4014952347541,4,27.0107333113615,27.229493621828,26.8493583283658,27.3636093019072,27.0107333113615,27.229493621828,26.8493583283658,27.3636093019072,4
"YJL130C;YJR109C","URA2","URA2",1.09710605804155,3.01414539636545,24.185557835555,24.8604126060367,24.4647581139245,24.5038519359746,24.185557835555,24.8604126060367,24.4647581139245,24.5038519359746,4,23.4370784553294,23.1860567947164,23.3136824292581,23.6893385800208,23.4370784553294,23.1860567947164,23.3136824292581,23.6893385800208,4
"YGR180C","RNR4","RNR4",1.98886336516406,2.93849959969592,22.7428957342012,23.6419617614947,22.5577974193546,22.5639298589207,22.7428957342012,23.6419617614947,22.5577974193546,22.5639298589207,4,NA,NA,NA,NA,21.2137210155163,20.5041909991384,21.287947140426,20.5452721582344,0
"YGR156W","PTI1","PTI1",2.43755199108719,2.86170727561946,23.8101958316689,22.7609919537691,23.6838889977838,23.5959376279907,23.8101958316689,22.7609919537691,23.6838889977838,23.5959376279907,4,NA,NA,NA,NA,21.6695087353899,20.6341986643832,21.4939795890702,20.3031194580206,0
"YNR016C;YMR207C","ACC1","ACC1",2.00768708704533,2.67710734186502,22.6655952877609,23.6462536984939,23.1223414378621,22.454779217732,22.6655952877609,23.6462536984939,23.1223414378621,22.454779217732,4,NA,NA,NA,NA,21.4208264179654,20.7809281978331,21.4158293401315,20.2406373377376,0
