"Protein.IDs","my_label","Gene.names","difference_RNase_WT","log10.pvalue_RNase_WT","log2.LFQ.intensity.RNase_01","log2.LFQ.intensity.RNase_02","log2.LFQ.intensity.RNase_03","log2.LFQ.intensity.RNase_04","imputed.log2.LFQ.intensity.RNase_01","imputed.log2.LFQ.intensity.RNase_02","imputed.log2.LFQ.intensity.RNase_03","imputed.log2.LFQ.intensity.RNase_04","value_count_RNase","log2.LFQ.intensity.WT_01","log2.LFQ.intensity.WT_02","log2.LFQ.intensity.WT_03","log2.LFQ.intensity.WT_04","imputed.log2.LFQ.intensity.WT_01","imputed.log2.LFQ.intensity.WT_02","imputed.log2.LFQ.intensity.WT_03","imputed.log2.LFQ.intensity.WT_04","value_count_WT"
"YDR138W","HPR1","HPR1",7.46540131966846,8.06587118254268,29.4322710513216,29.7910878260749,29.3332374303621,29.2948491763478,29.4322710513216,29.7910878260749,29.3332374303621,29.2948491763478,4,NA,NA,NA,22.152672294692,21.8859975255586,21.8107046205347,22.1404657646472,22.152672294692,1
"YNL139C","THO2","THO2",7.93142337273142,6.21447641810535,30.1058701137918,29.3344314143553,30.1241079772561,30.0745690548223,30.1058701137918,29.3344314143553,30.1241079772561,30.0745690548223,4,NA,NA,NA,21.3750691363819,22.47373438476,21.7508161613303,22.3136653868277,21.3750691363819,1
"YPL131W","RPL5","RPL5",1.22860342103361,4.13988951072439,29.5255011847377,29.7432804142632,29.7093498996224,29.3317435594428,29.5255011847377,29.7432804142632,29.7093498996224,29.3317435594428,4,28.228851710787,28.2053641685384,28.4329280933544,28.5283174012519,28.228851710787,28.2053641685384,28.4329280933544,28.5283174012519,4
"YCL011C-TAP;YCL011C","GBP2-TAP","GBP2-TAP",11.1775821662077,4.00367056561568,32.8375571986383,32.9773452918056,32.827427818843,32.8984705096073,32.8375571986383,32.9773452918056,32.827427818843,32.8984705096073,4,NA,NA,NA,20.5934093606295,22.3305846155187,21.5855458963739,22.3209322815413,20.5934093606295,1
"YHR167W","THP2","THP2",6.72266731594999,3.56580708796187,28.3390487914208,28.5891013972863,28.1303082588219,28.2825519368721,28.3390487914208,28.5891013972863,28.1303082588219,28.2825519368721,4,NA,NA,NA,NA,21.9170805294494,21.6974632040403,22.3583398091549,20.4774575779565,0
"YDR064W","RPS13","RPS13",1.09586847068659,3.35845125327193,29.0358265917283,29.1239107058592,29.2734431578819,29.5314070438708,29.0358265917283,29.1239107058592,29.2734431578819,29.5314070438708,4,28.0430694325847,28.3572880164607,28.3072596735155,27.8734964940329,28.0430694325847,28.3572880164607,28.3072596735155,27.8734964940329,4
"YML062C","MFT1","MFT1",6.90160207040129,3.17875217182761,28.5180706258109,28.8779777811469,28.4595146682324,28.433803684181,28.5180706258109,28.8779777811469,28.4595146682324,28.433803684181,4,NA,NA,NA,NA,22.6527269341195,21.623900796688,22.1627541892005,20.2435765577581,0
"YJR123W","RPS5","RPS5",1.13802873462116,2.54834399343264,30.6638208070179,30.8487914482175,30.8116112028099,30.9322728383354,30.6638208070179,30.8487914482175,30.8116112028099,30.9322728383354,4,29.2278194693056,29.8180272650279,29.9270530882017,29.731481535361,29.2278194693056,29.8180272650279,29.9270530882017,29.731481535361,4
"YNL253W","TEX1","TEX1",5.80123030082575,2.31939022757151,27.5940589332379,27.6695932538239,27.3659465969358,28.0722449896932,27.5940589332379,27.6695932538239,27.3659465969358,28.0722449896932,4,23.7641548262416,NA,NA,NA,23.7641548262416,21.5298899674476,22.332854379427,19.8700233972717,1
"YDR060W","MAK21","MAK21",1.16769098033427,2.13855609466584,23.1635231536126,23.5188135307218,23.548043898107,23.62466517971,23.1635231536126,23.5188135307218,23.548043898107,23.62466517971,4,NA,NA,NA,22.8196980857565,22.3217067502137,21.7468667505544,22.2960102542897,22.8196980857565,1
"YJR068W","RFC2","RFC2",1.1661046648012,2.12003866550255,23.3267685006361,23.0762349687127,23.1185444534375,23.0763817788479,23.3267685006361,23.0762349687127,23.1185444534375,23.0763817788479,4,NA,22.2903305227519,NA,21.7547064886227,21.5300350720298,22.2903305227519,22.3584389590249,21.7547064886227,2
"YNL030W;YBR009C","HHF2","HHF2",1.47488215214011,1.96998692543382,27.8355708856079,28.0854245609409,28.4216171688071,28.2405446111929,27.8355708856079,28.0854245609409,28.4216171688071,28.2405446111929,4,26.8470894700761,26.871970267294,27.1711193659378,25.7934495146803,26.8470894700761,26.871970267294,27.1711193659378,25.7934495146803,4
"YNL002C","RLP7","RLP7",1.17437601425606,1.91909376800177,23.4058748096126,23.328550028816,23.5951409047417,23.7012345352651,23.4058748096126,23.328550028816,23.5951409047417,23.7012345352651,4,NA,22.885113192849,NA,22.5014484754723,21.7354779092421,22.885113192849,22.2112566438478,22.5014484754723,2
"YNL132W","KRE33","KRE33",2.36477606112848,1.7927364335409,25.3454334024221,25.7002822263547,25.3090741169534,25.4418975888147,25.3454334024221,25.7002822263547,25.3090741169534,25.4418975888147,4,NA,24.0280834453947,NA,23.858990998064,22.1583405384573,24.0280834453947,22.292168108115,23.858990998064,2
"YNL061W","NOP2","NOP2",2.10994214427779,1.78488241470766,23.5733457810163,23.8000577998968,23.4417709755327,23.7312775927277,23.5733457810163,23.8000577998968,23.4417709755327,23.7312775927277,4,NA,NA,NA,NA,21.7479527368801,21.6821943002613,22.4010979325809,20.2754386023401,0
"YOL077C","BRX1","BRX1",1.62809392165805,1.72734695390222,23.7906436078291,24.0161431312497,24.0100930147133,24.0193708283013,23.7906436078291,24.0161431312497,24.0100930147133,24.0193708283013,4,NA,NA,NA,23.3381052395293,21.8293100129568,21.8009601090824,22.3554995338926,23.3381052395293,1
"YKL014C","URB1","URB1",1.15208825167896,1.72092631413622,23.0335547421099,23.4146749142913,22.7931269888962,23.1408503610166,23.0335547421099,23.4146749142913,22.7931269888962,23.1408503610166,4,NA,NA,NA,21.3141804923394,22.5603886716867,21.6476019236733,22.251682911899,21.3141804923394,1
"YLR185W","RPL37A","RPL37A",1.8829185508628,1.69545791015236,24.109964523721,24.4631995555108,24.5671488517407,24.6631319891615,24.109964523721,24.4631995555108,24.5671488517407,24.6631319891615,4,NA,NA,NA,23.8245423845975,22.4079669601584,21.7398981511998,22.299363220727,23.8245423845975,1
"YJL076W","NET1","NET1",1.84882957046977,1.62658875235868,25.0646799490881,25.2884166485607,24.7985754265353,24.8804497059822,25.0646799490881,25.2884166485607,24.7985754265353,24.8804497059822,4,NA,24.2031436468609,NA,23.6295647353452,22.5122698550263,24.2031436468609,22.2918252110548,23.6295647353452,2
"YLR029C;YMR121C","RPL15A","RPL15A",1.1640670986928,1.61061482010931,27.2538572928951,27.3906722654596,27.7133216914885,27.9103934100243,27.2538572928951,27.3906722654596,27.7133216914885,27.9103934100243,4,27.0263324608715,26.4488757620816,25.550277081638,26.5864909605051,27.0263324608715,26.4488757620816,25.550277081638,26.5864909605051,4
"YJR101W","RSM26","RSM26",1.77858962671968,1.55971287849044,24.1133072290128,24.4178967992359,24.2807215037254,24.1058950844981,24.1133072290128,24.4178967992359,24.2807215037254,24.1058950844981,4,NA,NA,23.6061422094925,22.6406827177954,22.0778706495817,21.478766532724,23.6061422094925,22.6406827177954,2
"YPL032C","SVL3","SVL3",2.75408643017238,1.53395562525874,24.780516940041,24.8760522404729,NA,24.8420614016129,24.780516940041,24.8760522404729,21.7808505611375,24.8420614016129,3,NA,NA,NA,NA,21.8731441610337,21.4525361667206,22.18359715852,19.7538579363004,0
