"Protein.IDs","my_label","Gene.names","difference_IP_RNase","log10.pvalue_IP_RNase","log2.LFQ.intensity.IP_01","log2.LFQ.intensity.IP_02","log2.LFQ.intensity.IP_03","log2.LFQ.intensity.IP_04","imputed.log2.LFQ.intensity.IP_01","imputed.log2.LFQ.intensity.IP_02","imputed.log2.LFQ.intensity.IP_03","imputed.log2.LFQ.intensity.IP_04","value_count_IP","log2.LFQ.intensity.RNase_01","log2.LFQ.intensity.RNase_02","log2.LFQ.intensity.RNase_03","log2.LFQ.intensity.RNase_04","imputed.log2.LFQ.intensity.RNase_01","imputed.log2.LFQ.intensity.RNase_02","imputed.log2.LFQ.intensity.RNase_03","imputed.log2.LFQ.intensity.RNase_04","value_count_RNase"
"YKL145W","RPT1","RPT1",3.18611746486869,5.06544340923419,23.8005515860675,23.3742467175465,23.8301639108483,23.9858092850322,23.8005515860675,23.3742467175465,23.8301639108483,23.9858092850322,4,NA,NA,NA,NA,20.367186911805,20.7980667140589,20.1950761347662,20.8859718793896,0
"YOL010W","RCL1","RCL1",2.61361291498275,4.57870380026239,23.3393291878865,22.6826251762405,23.3352453154457,23.1518985242037,23.3393291878865,22.6826251762405,23.3352453154457,23.1518985242037,4,NA,NA,NA,NA,20.4899980145935,20.7220217333931,20.5890625349015,20.2535642609573,0
"YBL030C","PET9","PET9",2.60635901461173,4.08244010693624,23.034898346436,22.3413124982369,23.2691369545884,23.0854225347535,23.034898346436,22.3413124982369,23.2691369545884,23.0854225347535,4,NA,NA,NA,NA,20.4395261284306,19.9471304447977,20.6523950928792,20.2662826094604,0
"YER165W","PAB1","PAB1",2.91717360248541,3.88361108907068,29.2800090409551,28.5947708479037,29.3747193340535,29.4447631972655,29.2800090409551,28.5947708479037,29.3747193340535,29.4447631972655,4,26.0648443822031,26.3578836497197,26.4475206600967,26.1553193182167,26.0648443822031,26.3578836497197,26.4475206600967,26.1553193182167,4
"YER151C","UBP3","UBP3",1.48533193530642,3.4003801212517,23.8907823081088,24.5895514882224,24.418475975164,24.4226520230424,23.8907823081088,24.5895514882224,24.418475975164,24.4226520230424,4,22.8807299407024,22.8868069667738,23.1547594044463,22.4578377413894,22.8807299407024,22.8868069667738,23.1547594044463,22.4578377413894,4
"YOR198C","BFR1","BFR1",3.84204480032555,3.27130751007441,24.9030661402301,23.5277881483136,25.1096059169286,24.6568189297557,24.9030661402301,23.5277881483136,25.1096059169286,24.6568189297557,4,NA,NA,NA,NA,20.7351869571032,21.1162426167394,20.4794550325154,20.498215327568,0
"YGL148W","ARO2","ARO2",1.79147464003162,2.88029339049057,22.9291319649791,22.2761130432789,22.7404272322529,21.8571882813271,22.9291319649791,22.2761130432789,22.7404272322529,21.8571882813271,4,NA,NA,NA,NA,20.3103042288167,21.0466317893905,20.8703846614858,20.4096412820185,0
"YML056C","IMD4","IMD4",4.10211888018932,2.81523404377528,24.6231027342434,23.3027091988441,25.1746663688693,25.1711193659378,24.6231027342434,23.3027091988441,25.1746663688693,25.1711193659378,4,NA,NA,NA,NA,20.6799328639978,20.085734711974,20.5893593176605,20.508095253505,0
"YGL173C","XRN1","XRN1",1.99507710097616,2.70040268022355,26.8555496510746,26.5399490786685,27.3973798238003,27.351107460838,26.8555496510746,26.5399490786685,27.3973798238003,27.351107460838,4,24.2625571323679,25.4947572132588,25.4849290726595,24.9214341921905,24.2625571323679,25.4947572132588,25.4849290726595,24.9214341921905,4
"YGR090W","UTP22","UTP22",1.46328802011774,2.67628686219467,25.6949270244422,25.713216793007,26.2113555592579,26.1789644656067,25.6949270244422,25.713216793007,26.2113555592579,26.1789644656067,4,24.9483322943135,24.2332293730502,24.7414974350456,24.0222526594334,24.9483322943135,24.2332293730502,24.7414974350456,24.0222526594334,4
"YGR233C","PHO81","PHO81",1.71014045587833,2.64148998954387,21.7626756272808,22.9367349760724,22.0509911519721,22.0001362038298,21.7626756272808,22.9367349760724,22.0509911519721,22.0001362038298,4,NA,NA,NA,NA,20.8801114636346,20.6137552675202,20.3746759454702,20.0414334590167,0
"YFR044C","DUG1","DUG1",2.45978609107664,2.63522000323508,23.4661282539325,23.348003002893,23.1242519683446,21.9443517540225,23.4661282539325,23.348003002893,23.1242519683446,21.9443517540225,4,21.4449077102701,NA,NA,NA,21.4449077102701,19.9722153604525,20.5675334013559,20.0589341428076,1
"YCR084C","TUP1","TUP1",1.34551716318714,2.59598152869971,21.4089868619591,22.3595501157691,21.7487415538688,21.8496876132816,21.4089868619591,22.3595501157691,21.7487415538688,21.8496876132816,4,NA,NA,NA,NA,20.718068254409,19.9789282332736,20.8063179328713,20.4815830715762,0
"YLR259C","HSP60","HSP60",1.05442809688751,2.55173226662631,26.212506329859,26.1766458446838,25.7937719683774,25.5894086174233,26.212506329859,26.1766458446838,25.7937719683774,25.5894086174233,4,24.7621281418584,24.7907430251906,25.0327984144172,24.9689507913273,24.7621281418584,24.7907430251906,25.0327984144172,24.9689507913273,4
"YPR189W","SKI3","SKI3",1.81378365118687,2.51982876338351,25.6445769609683,25.1014534953476,26.2771068793942,26.2506625933513,25.6445769609683,25.1014534953476,26.2771068793942,26.2506625933513,4,23.757354196789,24.059861970334,24.409116385238,23.792332771953,23.757354196789,24.059861970334,24.409116385238,23.792332771953,4
"YCL037C","SRO9","SRO9",1.07744784108499,2.37611730511425,25.2548665738963,25.0652964766573,25.3353816309408,25.2035917583852,25.2548665738963,25.0652964766573,25.3353816309408,25.2035917583852,4,23.9704436736892,24.3811959696595,24.4351717256264,23.7625337065644,23.9704436736892,24.3811959696595,24.4351717256264,23.7625337065644,4
"YMR229C","RRP5","RRP5",1.19021023119249,2.36055962697878,27.5826920345904,27.2793227970124,28.0672778554286,28.1547980261663,27.5826920345904,27.2793227970124,28.0672778554286,28.1547980261663,4,26.3650455173973,26.8394206411701,26.813967073378,26.3048165564822,26.3650455173973,26.8394206411701,26.813967073378,26.3048165564822,4
