"Protein.IDs","my_label","Gene.names","difference_RNase_WT","log10.pvalue_RNase_WT","log2.LFQ.intensity.RNase_01","log2.LFQ.intensity.RNase_02","log2.LFQ.intensity.RNase_03","log2.LFQ.intensity.RNase_04","imputed.log2.LFQ.intensity.RNase_01","imputed.log2.LFQ.intensity.RNase_02","imputed.log2.LFQ.intensity.RNase_03","imputed.log2.LFQ.intensity.RNase_04","value_count_RNase","log2.LFQ.intensity.WT_01","log2.LFQ.intensity.WT_02","log2.LFQ.intensity.WT_03","log2.LFQ.intensity.WT_04","imputed.log2.LFQ.intensity.WT_01","imputed.log2.LFQ.intensity.WT_02","imputed.log2.LFQ.intensity.WT_03","imputed.log2.LFQ.intensity.WT_04","value_count_WT"
"YDR138W","HPR1","HPR1",9.40437188735079,8.08801100070237,30.8346219076138,30.6028442477333,31.2705277447394,31.1427268166044,30.8346219076138,30.6028442477333,31.2705277447394,31.1427268166044,4,NA,NA,NA,NA,21.7030181064365,21.8915337561073,21.3160830086055,21.3225982961384,0
"YLR305C","STT4","STT4",8.00315845476669,7.24210766538852,29.5933110445566,29.1371907863096,29.8687363806161,29.8869278745672,29.5933110445566,29.1371907863096,29.8687363806161,29.8869278745672,4,NA,NA,NA,NA,21.8813336775176,21.8769860095244,21.5723721335245,21.1428404464163,0
"YML062C","MFT1","MFT1",8.4146140745769,6.49848241067557,29.9263462658658,29.7432001472597,30.4984788345881,30.5483930609799,29.9263462658658,29.7432001472597,30.4984788345881,30.5483930609799,4,NA,NA,NA,NA,22.1268202852854,21.5479701809368,21.6458508883658,21.7373206557979,0
"YHR167W","THP2","THP2",8.17019256929343,6.41415196722542,29.6239399690328,29.3601381165359,30.2288287801094,30.2269931440245,29.6239399690328,29.3601381165359,30.2288287801094,30.2269931440245,4,NA,NA,NA,NA,22.0982970764888,21.7058332021497,21.4489551506189,21.5060443032716,0
"YGR198W","YPP1","YPP1",7.43904155717616,6.23088471927533,28.8621876483485,28.4071804197429,29.2139620383141,29.3843245983567,28.8621876483485,28.4071804197429,29.2139620383141,29.3843245983567,4,NA,NA,NA,NA,21.6757704055904,22.1503843164076,21.2603990835335,21.0249346705259,0
"YNL253W","TEX1","TEX1",7.96355179825829,6.15251139768225,29.3478383138474,29.0728071948354,29.9508812949756,29.8601313572912,29.3478383138474,29.0728071948354,29.9508812949756,29.8601313572912,4,NA,NA,NA,NA,21.9119394609587,21.5092614442694,21.6286533230099,21.3275967396783,0
"YNL139C","THO2","THO2",10.0628994544042,5.73510696540795,31.6767386601852,31.4148301324186,32.2169129867464,31.7371915401775,31.6767386601852,31.4148301324186,32.2169129867464,31.7371915401775,4,NA,NA,NA,NA,22.2655563317535,22.1506361589468,21.3560669944443,21.0218160167666,0
"YNL004W-TAP;YNL004W","HRB1-TAP","HRB1-TAP",10.8972751097497,4.73031543481886,33.2980273959503,32.9769528354795,33.6993392181009,33.5876581949936,33.2980273959503,32.9769528354795,33.6993392181009,33.5876581949936,4,23.6611213397781,22.3010071340779,21.7575983558239,22.2531503758455,23.6611213397781,22.3010071340779,21.7575983558239,22.2531503758455,4
"YNL137C","NAM9","NAM9",2.83917603157796,3.87205123073369,24.6630776841141,24.05573124816,24.5996309474949,25.1515114832783,24.6630776841141,24.05573124816,24.5996309474949,25.1515114832783,4,NA,NA,NA,NA,21.6758188405743,22.1710355251461,21.6056582503642,21.660734620651,0
"YBR146W","MRPS9","MRPS9",2.18054310653748,3.37611348424566,24.003245443076,23.7250483298509,24.1654566294985,24.271133567261,24.003245443076,23.7250483298509,24.1654566294985,24.271133567261,4,21.9444947437684,21.5203731363397,21.5426464981559,22.4351971652724,21.9444947437684,21.5203731363397,21.5426464981559,22.4351971652724,4
"YJR113C","RSM7","RSM7",2.33559337636611,3.2516187287863,23.6387620235622,23.6816390551899,24.7765065269761,24.0984446618094,23.6387620235622,23.6816390551899,24.7765065269761,24.0984446618094,4,NA,NA,NA,NA,21.8181918566123,22.160216601579,21.2455550835858,21.629015220296,0
"YDR337W","MRPS28","MRPS28",1.72266876169373,2.87166464958953,23.2014096381896,23.4943604869973,23.4511104739026,23.4216251937885,23.2014096381896,23.4943604869973,23.4511104739026,23.4216251937885,4,NA,NA,NA,NA,22.0077405936912,21.9495188507777,21.4983608760199,21.2222104256142,0
"YDR041W","RSM10","RSM10",2.71488346913665,2.82174120702411,24.2505361037654,24.1217093006887,24.544923410545,24.1832119279192,24.2505361037654,24.1217093006887,24.544923410545,24.1832119279192,4,NA,NA,NA,NA,21.921412934132,22.0723567389091,21.4960950399305,20.7509821534001,0
"YOR158W","PET123","PET123",2.50690821276375,2.45927063285375,24.2657077481624,23.3035455438188,24.8270650882508,24.8047419588635,24.2657077481624,23.3035455438188,24.8270650882508,24.8047419588635,4,NA,21.8066801992097,21.4530716483831,21.8751148776689,22.0385607627787,21.8066801992097,21.4530716483831,21.8751148776689,3
"YGL129C","RSM23","RSM23",2.20070954018517,2.29474863695049,24.4890399295349,24.7745976683567,25.5812989795881,25.9878269344629,24.4890399295349,24.7745976683567,25.5812989795881,25.9878269344629,4,23.4488442625338,NA,23.3304661405266,23.3599789946815,23.4488442625338,21.89063595346,23.3304661405266,23.3599789946815,3
"YGL123W","RPS2","RPS2",2.26577410737521,2.19277915805778,28.6156859821633,29.3061733885151,30.1837609094466,30.4412446199804,28.6156859821633,29.3061733885151,30.1837609094466,30.4412446199804,4,26.6015874135886,26.9911834256214,27.7398248941233,28.1511727372713,26.6015874135886,26.9911834256214,27.7398248941233,28.1511727372713,4
"YGR084C","MRP13","MRP13",1.70970540801002,2.17132472107314,23.5705691417485,22.6349129468346,23.4615144191074,24.1194946368138,23.5705691417485,22.6349129468346,23.4615144191074,24.1194946368138,4,NA,NA,NA,NA,21.9337905319382,21.9242073850699,21.694443203401,21.3952283920553,0
"YGR175C","ERG1","ERG1",1.5826088654424,2.02696317306489,23.1521616527356,23.4610147411941,23.1443402136828,23.1353022183614,23.1521616527356,23.4610147411941,23.1443402136828,23.1353022183614,4,NA,NA,NA,NA,22.175410734304,22.0893191925993,21.2931196356847,21.0045338016163,0
"YJL111W","CCT7","CCT7",1.46103223505458,1.97915131062792,23.1594328418707,23.4655056243251,NA,22.967843304386,23.1594328418707,23.4655056243251,22.0742527050194,22.967843304386,3,NA,NA,NA,NA,21.9958539408477,21.4623265358247,21.6059113283696,20.7588137303409,0
"YPL118W","MRP51","MRP51",1.39377566110585,1.87702611083733,23.6726040309959,23.4631371781391,24.4889786594931,24.7271277407627,23.6726040309959,23.4631371781391,24.4889786594931,24.7271277407627,4,23.061164823185,22.4095307816047,22.5924287498547,22.7136206103232,23.061164823185,22.4095307816047,22.5924287498547,22.7136206103232,4
"YPL249C-A","RPL36B","RPL36B",1.0988173178062,1.86739768086548,28.2077395123975,28.4615456432315,29.2168783047708,29.1264731324005,28.2077395123975,28.4615456432315,29.2168783047708,29.1264731324005,4,27.6851864757142,27.3928842972456,27.3808823205639,28.1584142280518,27.6851864757142,27.3928842972456,27.3808823205639,28.1584142280518,4
"YDR494W","RSM28","RSM28",1.9567119539539,1.83137795559877,24.3147890026898,23.6728198094948,25.0477253579827,25.1240783882661,24.3147890026898,23.6728198094948,25.0477253579827,25.1240783882661,4,NA,NA,23.2023366951996,23.4977748627897,21.7524322340771,21.8800209505515,23.2023366951996,23.4977748627897,2
"YLR029C;YMR121C","RPL15A","RPL15A",1.52489562769252,1.72888719493731,28.313284547019,28.7904198937138,28.9433549005308,29.1488720001962,28.313284547019,28.7904198937138,28.9433549005308,29.1488720001962,4,27.5840550642423,27.4380943483673,26.1882018643841,27.8859975536961,27.5840550642423,27.4380943483673,26.1882018643841,27.8859975536961,4
"YHL004W","MRP4","MRP4",2.64901687272232,1.65477540511608,24.9637575940896,24.3321748067151,25.3608162813003,25.143125954885,24.9637575940896,24.3321748067151,25.3608162813003,25.143125954885,4,NA,NA,24.1170387153911,NA,22.1462454636051,21.972241974116,24.1170387153911,20.9682809929886,1
"YPL013C","MRPS16","MRPS16",1.22938669672727,1.62055129837701,NA,23.1135139040423,NA,23.3772952726742,22.0908187909667,23.1135139040423,22.2610162787656,23.3772952726742,2,NA,NA,NA,NA,21.5535930472503,21.7642376696644,21.2997691107236,21.3074976319013,0
"YOL120C;YNL301C","RPL18A","RPL18A",1.61274606635882,1.52922604677233,26.8578052537375,27.9712005016501,28.9804096025911,28.4959086273098,26.8578052537375,27.9712005016501,28.9804096025911,28.4959086273098,4,26.755190567457,26.3548441863239,25.7417031522912,27.002601813781,26.755190567457,26.3548441863239,25.7417031522912,27.002601813781,4
"YJL052W","TDH1","TDH1",2.42505435797709,1.50728097221226,24.8050372905003,25.9230904153999,24.3430626092773,25.3966288197673,24.8050372905003,25.9230904153999,24.3430626092773,25.3966288197673,4,23.8868813727689,NA,23.8722051765253,NA,23.8868813727689,21.781653103943,23.8722051765253,21.2268620497993,2
"YGR165W","MRPS35","MRPS35",1.6989275160734,1.50354510012343,NA,23.3452980334292,23.9491342123385,24.1264435918795,22.1092850264772,23.3452980334292,23.9491342123385,24.1264435918795,3,NA,NA,NA,NA,21.8337395973132,21.8048997187782,21.4558833616058,21.6399281221337,0
"YML074C","FPR3","FPR3",2.8657731066559,1.47243461154791,25.1117164304826,25.0026447313351,25.2411449647428,25.5798614308523,25.1117164304826,25.0026447313351,25.2411449647428,25.5798614308523,4,NA,NA,NA,24.6722263409481,21.9654608858436,21.6455032851078,21.1890846188897,24.6722263409481,1
"YER055C","HIS1","HIS1",1.40915575824687,1.44251814146589,NA,24.0663645007106,NA,23.3593088153408,22.5785612611856,24.0663645007106,22.2329813171271,23.3593088153408,2,NA,NA,NA,NA,21.9996661047829,21.6340356144408,21.4156096648018,21.5512814773512,0
