"Protein.IDs","my_label","Gene.names","difference_RNase_WT","log10.pvalue_RNase_WT","log2.LFQ.intensity.RNase_01","log2.LFQ.intensity.RNase_02","log2.LFQ.intensity.RNase_03","log2.LFQ.intensity.RNase_04","imputed.log2.LFQ.intensity.RNase_01","imputed.log2.LFQ.intensity.RNase_02","imputed.log2.LFQ.intensity.RNase_03","imputed.log2.LFQ.intensity.RNase_04","value_count_RNase","log2.LFQ.intensity.WT_01","log2.LFQ.intensity.WT_02","log2.LFQ.intensity.WT_03","log2.LFQ.intensity.WT_04","imputed.log2.LFQ.intensity.WT_01","imputed.log2.LFQ.intensity.WT_02","imputed.log2.LFQ.intensity.WT_03","imputed.log2.LFQ.intensity.WT_04","value_count_WT"
"YKL012W","PRP40","PRP40",6.73392227857438,5.92830521911711,30.3121378595391,30.3935595199097,29.9367720371197,29.6692384325016,30.3121378595391,30.3935595199097,29.9367720371197,29.6692384325016,4,NA,NA,NA,NA,23.1129603947455,23.4031455087872,23.5240737876915,23.3358390435484,0
"YHR187W","IKI1","IKI1",3.30578541636956,5.5582687371181,26.9594745658941,26.8963137394307,26.834727380444,26.3741637864036,26.9594745658941,26.8963137394307,26.834727380444,26.3741637864036,4,23.6301204516345,NA,NA,23.6839960504341,23.6301204516345,23.4706936568771,23.0567276477483,23.6839960504341,2
"YIL061C","SNP1","SNP1",5.33921106655342,5.52720017445135,29.0673804434284,28.9881520976905,28.3083451412072,28.6191542112913,29.0673804434284,28.9881520976905,28.3083451412072,28.6191542112913,4,NA,NA,NA,NA,22.913668410739,23.9489974940591,23.1695806070105,23.5939411155951,0
"YDL087C","LUC7","LUC7",5.41531553103916,5.1985107285451,29.0145691350002,28.9280420580574,27.8356311171094,28.4506543702878,29.0145691350002,28.9280420580574,27.8356311171094,28.4506543702878,4,22.8923212027419,NA,NA,NA,22.8923212027419,23.7867747666346,23.0875614919787,22.8009770949429,1
"YNL251C","NRD1","NRD1",6.26055043131347,5.1547089837251,31.2350639461146,31.1684796807688,30.6375464710067,30.658808346809,31.2350639461146,31.1684796807688,30.6375464710067,30.658808346809,4,24.7961509363136,23.8880899326573,24.8442184342214,25.1292374162529,24.7961509363136,23.8880899326573,24.8442184342214,25.1292374162529,4
"YBR119W","MUD1","MUD1",5.78474248477006,5.100218168096,28.9723514351302,28.8946091260408,28.5751722653729,29.0181029073212,28.9723514351302,28.8946091260408,28.5751722653729,29.0181029073212,4,NA,NA,NA,22.8114115419254,22.672699294114,23.5851962447861,23.2519587139595,22.8114115419254,1
"YPL178W","CBC2","CBC2",10.4997556006227,5.04575618055287,34.1051676356018,34.3738641579267,33.9511592976821,33.6575738004528,34.1051676356018,34.3738641579267,33.9511592976821,33.6575738004528,4,24.2557311102762,NA,NA,NA,24.2557311102762,23.9865762062137,22.919288237491,22.9271469351914,1
"YLR298C","YHC1","YHC1",4.85621192270354,5.00786774193093,28.7088896468938,28.5350836481915,28.3151432725914,27.6830456804543,28.7088896468938,28.5350836481915,28.3151432725914,27.6830456804543,4,24.0011848177789,NA,NA,NA,24.0011848177789,23.8048290809995,22.9641812773838,23.0471193811546,1
"YER172C","BRR2","BRR2",4.33374601872609,4.9892551753704,30.7076725573973,30.5736202622522,30.2757534964298,30.0331503662097,30.7076725573973,30.5736202622522,30.2757534964298,30.0331503662097,4,25.9739502563012,25.5392835504646,26.6111894126999,26.1307893879189,25.9739502563012,25.5392835504646,26.6111894126999,26.1307893879189,4
"YGR013W","SNU71","SNU71",6.48764303033485,4.8747593597455,29.9854944508553,30.047522560282,29.6853535916362,29.2779271656499,29.9854944508553,30.047522560282,29.6853535916362,29.2779271656499,4,NA,NA,NA,NA,22.6135005890011,24.0621825587346,23.0048889018568,23.3651535974915,0
"YDL209C","CWC2","CWC2",3.97374809688092,4.84424780257111,27.2575485487186,27.1750282067018,26.2653142972569,26.7292300951779,27.2575485487186,27.1750282067018,26.2653142972569,26.7292300951779,4,NA,NA,NA,NA,22.480541447043,23.4452964787942,22.870168580235,22.7361222542593,0
"YBR055C","PRP6","PRP6",2.95690195734172,4.8437577075295,26.1783756608712,26.0505096420477,25.8343898402411,25.4016823900899,26.1783756608712,26.0505096420477,25.8343898402411,25.4016823900899,4,NA,NA,NA,NA,22.6399418200115,23.34257679813,22.7995354184378,22.8552956673038,0
"YDR416W","SYF1","SYF1",2.84611784370029,4.84333314593476,26.3125750064128,26.0510077528965,25.7911406261414,25.9187757252994,26.3125750064128,26.0510077528965,25.7911406261414,25.9187757252994,4,NA,NA,NA,NA,22.9573523725053,23.2491905672057,22.8974708320844,23.5850139641536,0
"YDR240C","SNU56","SNU56",5.84774380694345,4.83471042391594,29.1373618187213,29.2551863326158,28.7556681176509,28.6423061376548,29.1373618187213,29.2551863326158,28.7556681176509,28.6423061376548,4,NA,NA,NA,NA,22.3585791066197,23.5299947036989,23.0299713320989,23.4810020364515,0
"YLR117C","CLF1","CLF1",3.51208769090934,4.71178490148213,26.9664225430563,26.9636694124912,27.449237957458,26.5502330390705,26.9664225430563,26.9636694124912,27.449237957458,26.5502330390705,4,NA,NA,NA,NA,23.128860013403,24.0862533918289,23.4236058022427,23.2424929809639,0
"YMR240C","CUS1","CUS1",2.07129917959144,4.49363370887141,25.6047857618104,25.5163807814842,25.0741045412105,25.294283912771,25.6047857618104,25.5163807814842,25.0741045412105,25.294283912771,4,NA,NA,NA,NA,23.1968706464503,23.6926036379954,23.2644066734458,23.0504773210189,0
"YDR235W","PRP42","PRP42",5.14714559936193,4.41122355547691,28.5812558739612,28.4164317336465,27.657377878746,27.6221951812614,28.5812558739612,28.4164317336465,27.657377878746,27.6221951812614,4,21.8922656086285,NA,NA,NA,21.8922656086285,23.1283844701074,23.3352735676946,23.3327546237368,1
"YGR175C","ERG1","ERG1",2.35575198560026,4.18426570162582,29.8734084863644,29.185723229397,29.1620694229633,29.6796943152581,29.8734084863644,29.185723229397,29.1620694229633,29.6796943152581,4,27.5420028846665,26.8978144425491,27.0071012004915,27.0309689838746,27.5420028846665,26.8978144425491,27.0071012004915,27.0309689838746,4
"YHR086W","NAM8","NAM8",4.83903684329988,3.88325187772129,28.1622135171529,28.0703011390444,27.7544261581981,27.4338832570025,28.1622135171529,28.0703011390444,27.7544261581981,27.4338832570025,4,NA,NA,NA,NA,22.2679708037804,23.8657025767706,22.737628338659,23.1933749789885,0
"YHR165C","PRP8","PRP8",5.70233432105924,3.87636490219937,30.3743047665102,30.1280477511082,29.5726990990576,29.7692280364688,30.3743047665102,30.1280477511082,29.5726990990576,29.7692280364688,4,23.6568734708986,25.3304661405266,24.3391932448908,23.7084095125917,23.6568734708986,25.3304661405266,24.3391932448908,23.7084095125917,4
"YMR213W","CEF1","CEF1",4.29646042627063,3.84131930630074,28.5351578265575,27.9044909335496,27.6580592309079,27.7777484399096,28.5351578265575,27.9044909335496,27.6580592309079,27.7777484399096,4,24.5335621505732,NA,NA,NA,24.5335621505732,23.8856641253249,23.2479498270639,23.0224386228802,1
"YPL190C","NAB3","NAB3",5.6278132832801,3.53483519245685,31.059305012913,31.5574600204568,30.6272318661122,30.4609991234703,31.059305012913,31.5574600204568,30.6272318661122,30.4609991234703,4,23.868630421726,25.5146663844153,25.7948132495781,26.0156328341126,23.868630421726,25.5146663844153,25.7948132495781,26.0156328341126,4
"YJL203W","PRP21","PRP21",2.04649504778089,3.41904796958438,24.8403814770637,25.6698770480636,24.9585013859068,25.5180030700273,24.8403814770637,25.6698770480636,24.9585013859068,25.5180030700273,4,22.7454420900693,NA,NA,NA,22.7454420900693,23.6614613023355,23.0156489179233,23.3782304796097,1
