"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"sce03018","RNA degradation","13/41","42/669",1.77561681596103e-07,4.61660372149868e-06,4.29886176495828e-06,"850440/853318/856848/855575/854016/852255/851394/851159/856700/851212/852702/855605/856319",13
"sce03040","Spliceosome","5/41","17/669",0.0024213550037232,0.0314776150484016,0.0293111395187545,"856848/855575/852255/851159/856919",5
