"Protein.IDs","my_label","Gene.names","difference_IP_RNase","log10.pvalue_IP_RNase","log2.LFQ.intensity.IP_01","log2.LFQ.intensity.IP_02","log2.LFQ.intensity.IP_03","log2.LFQ.intensity.IP_04","imputed.log2.LFQ.intensity.IP_01","imputed.log2.LFQ.intensity.IP_02","imputed.log2.LFQ.intensity.IP_03","imputed.log2.LFQ.intensity.IP_04","value_count_IP","log2.LFQ.intensity.RNase_01","log2.LFQ.intensity.RNase_02","log2.LFQ.intensity.RNase_03","imputed.log2.LFQ.intensity.RNase_01","imputed.log2.LFQ.intensity.RNase_02","imputed.log2.LFQ.intensity.RNase_03","value_count_RNase"
"YML063W","RPS1B","RPS1B",-5.02126686783613,2.77585905144621,NA,22.8860999183627,22.8580045269066,NA,23.7821473317615,22.8860999183627,22.8580045269066,21.5094261989827,2,27.8112130785723,27.7148287649055,27.8145172420408,27.8112130785723,27.7148287649055,27.8145172420408,3
"YOL127W","RPL25","RPL25",-1.62039185820851,2.75857517737211,26.8332802232141,26.6893919055319,26.6750566091134,26.5512456781109,26.8332802232141,26.6893919055319,26.6750566091134,26.5512456781109,4,28.5590659755851,28.2034050621649,28.1604353488533,28.5590659755851,28.2034050621649,28.1604353488533,3
"YMR142C;YDL082W","RPL13B","RPL13B",-4.13833364841003,2.71619113289538,NA,23.8100977458654,NA,23.7196277929737,23.780485960891,23.8100977458654,21.6909026551006,23.7196277929737,2,28.2931176308511,26.8117642982673,27.0609546322348,28.2931176308511,26.8117642982673,27.0609546322348,3
"YPR102C;YGR085C","RPL11A","RPL11A",-1.2208650676747,2.7102337987222,26.7650912057489,26.8846009465774,27.3386663447575,27.3369653541214,26.7650912057489,26.8846009465774,27.3386663447575,27.3369653541214,4,28.4636517108167,28.0279147683173,28.415021612294,28.4636517108167,28.0279147683173,28.415021612294,3
"YKL006W;YHL001W","RPL14A","RPL14A",-5.74920030517137,2.68735003264156,NA,NA,NA,NA,23.8440474555407,21.2653270179117,21.5838949828713,21.6814340100204,0,27.7272186465952,27.8153726431574,27.9860372255197,27.7272186465952,27.8153726431574,27.9860372255197,3
"YDL191W;YDL136W","RPL35A","RPL35A",-3.38606802728016,2.65796719826753,NA,25.7486289636654,24.9742566771561,24.655181735934,23.8631554829953,25.7486289636654,24.9742566771561,24.655181735934,3,28.3652374611365,28.0163769571285,28.2075068083886,28.3652374611365,28.0163769571285,28.2075068083886,3
"YBR084C-A;YBL027W","RPL19A","RPL19A",-4.40019389800223,2.62727201546558,24.4268160177476,22.7255892650787,NA,22.7104920069432,24.4268160177476,22.7255892650787,21.8388484087355,22.7104920069432,3,28.3794370031837,26.726893956602,26.8705600080997,28.3794370031837,26.726893956602,26.8705600080997,3
"YKL180W;YJL177W","RPL17A","RPL17A",-3.22455513281909,2.60299772125441,24.8920339434267,26.1717683945076,24.9170689996291,24.2912302916581,24.8920339434267,26.1717683945076,24.9170689996291,24.2912302916581,4,28.4989162656084,28.1079412130275,28.2708841417375,28.4989162656084,28.1079412130275,28.2708841417375,3
"YOR369C","RPS12","RPS12",-1.86499135312362,2.58955235684753,26.5478674468309,25.394046302605,25.4636984774164,25.5645346942338,26.5478674468309,25.394046302605,25.4636984774164,25.5645346942338,4,27.6841833734598,27.308865875752,27.8295350009736,27.6841833734598,27.308865875752,27.8295350009736,3
"YGR034W","RPL26B","RPL26B",-1.89057460629509,2.57422151674644,27.2331562159274,27.4258241558692,27.3288581470258,27.3036500528587,27.2331562159274,27.4258241558692,27.3288581470258,27.3036500528587,4,29.4777492200798,29.0573952862684,29.1051957412978,29.4777492200798,29.0573952862684,29.1051957412978,3
"YNL162W;YHR141C","RPL42A","RPL42A",-3.76485130738075,2.56004208071877,NA,NA,NA,NA,23.7652978369288,21.6808673434886,21.8879182605309,21.7595014114605,0,26.3840486945085,25.8188257468224,25.911868120118,26.3840486945085,25.8188257468224,25.911868120118,3
