"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016591","RNA polymerase II, holoenzyme","15/22","15/612",4.18959030595785e-25,2.05289924991935e-23,1.27892756708187e-23,"RPB3/RPB4/RPB7/RPB10/RPB11/RPO26/RPB2/TFG1/RPB9/RPC10/RPB5/TFG2/RPO21/RPB8/TAF14",15
"GO:0005654","nucleoplasm","17/22","29/612",2.33047029551338e-21,5.70965222400777e-20,3.55703360894147e-20,"RPB3/RPB4/RPB7/RPB10/RPB11/RPO26/RPB2/TFG1/RPB9/RPC10/RPB5/TFG2/RPO21/RPB8/SPT5/SPT6/TAF14",17
"GO:0000428","DNA-directed RNA polymerase complex","15/22","22/612",6.61072200262465e-20,6.47850756257216e-19,4.03601974897084e-19,"RPB3/RPB4/RPB7/RPB10/RPB11/RPO26/RPB2/TFG1/RPB9/RPC10/RPB5/TFG2/RPO21/RPB8/TAF14",15
"GO:0030880","RNA polymerase complex","15/22","22/612",6.61072200262465e-20,6.47850756257216e-19,4.03601974897084e-19,"RPB3/RPB4/RPB7/RPB10/RPB11/RPO26/RPB2/TFG1/RPB9/RPC10/RPB5/TFG2/RPO21/RPB8/TAF14",15
"GO:0055029","nuclear DNA-directed RNA polymerase complex","15/22","22/612",6.61072200262465e-20,6.47850756257216e-19,4.03601974897084e-19,"RPB3/RPB4/RPB7/RPB10/RPB11/RPO26/RPB2/TFG1/RPB9/RPC10/RPB5/TFG2/RPO21/RPB8/TAF14",15
"GO:0005665","RNA polymerase II, core complex","12/22","12/612",1.25059968897893e-19,1.02132307933279e-18,6.36270017199807e-19,"RPB3/RPB4/RPB7/RPB10/RPB11/RPO26/RPB2/RPB9/RPC10/RPB5/RPO21/RPB8",12
"GO:0061695","transferase complex, transferring phosphorus-containing groups","15/22","26/612",2.86364924476123e-18,2.00455447133286e-17,1.24880944508384e-17,"RPB3/RPB4/RPB7/RPB10/RPB11/RPO26/RPB2/TFG1/RPB9/RPC10/RPB5/TFG2/RPO21/RPB8/TAF14",15
"GO:1990234","transferase complex","15/22","36/612",1.84276267367961e-15,1.12869213762876e-14,7.03159441272483e-15,"RPB3/RPB4/RPB7/RPB10/RPB11/RPO26/RPB2/TFG1/RPB9/RPC10/RPB5/TFG2/RPO21/RPB8/TAF14",15
"GO:0031981","nuclear lumen","17/22","94/612",5.41778048299886e-11,2.94968048518827e-10,1.83760975446745e-10,"RPB3/RPB4/RPB7/RPB10/RPB11/RPO26/RPB2/TFG1/RPB9/RPC10/RPB5/TFG2/RPO21/RPB8/SPT5/SPT6/TAF14",17
"GO:1902494","catalytic complex","15/22","88/612",5.65294880693413e-09,2.76994491539772e-08,1.725637004222e-08,"RPB3/RPB4/RPB7/RPB10/RPB11/RPO26/RPB2/TFG1/RPB9/RPC10/RPB5/TFG2/RPO21/RPB8/TAF14",15
"GO:0031974","membrane-enclosed lumen","17/22","139/612",4.60623923547637e-08,1.73619786567956e-07,1.08162702695397e-07,"RPB3/RPB4/RPB7/RPB10/RPB11/RPO26/RPB2/TFG1/RPB9/RPC10/RPB5/TFG2/RPO21/RPB8/SPT5/SPT6/TAF14",17
"GO:0043233","organelle lumen","17/22","139/612",4.60623923547637e-08,1.73619786567956e-07,1.08162702695397e-07,"RPB3/RPB4/RPB7/RPB10/RPB11/RPO26/RPB2/TFG1/RPB9/RPC10/RPB5/TFG2/RPO21/RPB8/SPT5/SPT6/TAF14",17
"GO:0070013","intracellular organelle lumen","17/22","139/612",4.60623923547637e-08,1.73619786567956e-07,1.08162702695397e-07,"RPB3/RPB4/RPB7/RPB10/RPB11/RPO26/RPB2/TFG1/RPB9/RPC10/RPB5/TFG2/RPO21/RPB8/SPT5/SPT6/TAF14",17
"GO:0005736","RNA polymerase I complex","5/22","10/612",8.37722381537743e-06,2.9320283353821e-05,1.82661271162365e-05,"RPB10/RPO26/RPC10/RPB5/RPB8",5
"GO:0005634","nucleus","19/22","253/612",1.28245741628021e-05,4.18936089318203e-05,2.60991333839482e-05,"RPB3/RPB4/RPB7/RPB10/RPB11/RPO26/RPB2/TFG1/RPB9/RPC10/RPB5/TFG2/RPO21/RPB8/PSE1/SPT5/SPT6/TAF14/YRA2",19
"GO:0043227","membrane-bounded organelle","21/22","407/612",0.00132047010255136,0.00380606088382451,0.00237112278476715,"RPB3/RPB4/RPB7/RPB10/RPB11/RPO26/RPB2/TFG1/RPB9/RPC10/RPB5/TFG2/RPO21/RPB8/PSE1/SPT5/SPT6/TAF14/YRA2/BCS1/ARP2",21
"GO:0043231","intracellular membrane-bounded organelle","21/22","407/612",0.00132047010255136,0.00380606088382451,0.00237112278476715,"RPB3/RPB4/RPB7/RPB10/RPB11/RPO26/RPB2/TFG1/RPB9/RPC10/RPB5/TFG2/RPO21/RPB8/PSE1/SPT5/SPT6/TAF14/YRA2/BCS1/ARP2",21
"GO:0032991","protein-containing complex","18/22","344/612",0.0100897087224876,0.0274664293001052,0.0171112019270258,"RPB3/RPB4/RPB7/RPB10/RPB11/RPO26/RPB2/TFG1/RPB9/RPC10/RPB5/TFG2/RPO21/RPB8/SPT5/SPT6/TAF14/ARP2",18
"GO:0005730","nucleolus","6/22","62/612",0.0173023624448535,0.0446218820946223,0.0277988094681858,"RPB10/RPO26/RPB9/RPC10/RPB5/RPB8",6
