"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0022626","cytosolic ribosome","43/120","119/544",4.47854690865454e-05,0.00282152249448807,0.00243488427689345,"RPL13B/RPS12/SIS1/RPL38/RPL37A/RPS19A/RPL32/RPS27A/RPS27B/RPS17A/RPS17B/RPL7A/RPS21A/RPS21B/RPL6B/RPS20/RPS4A/RPS4B/RPL1A/RPL1B/RPL35A/RPL35B/RPL11A/RPL11B/RPL3/GCN1/RPS1A/RPS15/RPL8B/RPL36B/GCN20/RPP2A/RPL27A/RPL27B/ASC1/YEF3/HEF3/RPL5/RPS26B/RPP1B/RPL8A/FUN12/RPL37B",43
"GO:0005840","ribosome","46/120","131/544",5.08382431439292e-05,0.00282152249448807,0.00243488427689345,"RPL13B/RPS12/PAB1/SIS1/RPL38/RPL37A/RPS19A/RPL32/RPS27A/RPS27B/RPS17A/RPS17B/RPL7A/RPS21A/RPS21B/RPL6B/RPS20/TEF4/RPS4A/RPS4B/RPL1A/RPL1B/RPL35A/RPL35B/RPL11A/RPL11B/RPL3/GCN1/RPS1A/RPS15/RPL8B/RPL36B/GCN20/RPP2A/RPL27A/RPL27B/ASC1/YEF3/HEF3/RPL5/RPS26B/ZUO1/RPP1B/RPL8A/FUN12/RPL37B",46
"GO:0043228","non-membrane-bounded organelle","83/120","302/544",0.000415820406070769,0.0115390162684638,0.00995780446116841,"SUP35/DHH1/RPO21/GAR1/SAC6/TIF34/SUP45/RVB1/RPL13B/TEF1/TEF2/RPS12/NIP1/NOP12/PAB1/SIS1/RVS161/PRT1/CHA1/RAD52/RPL38/RPL37A/RPS19A/RPL32/RPS27A/RPS27B/RPS17A/RPS17B/RPL7A/NUG1/SPT5/RPS21A/RPS21B/DBP3/RPL6B/DBP5/SEC53/RPS20/TEF4/NPL3/RPS4A/RPS4B/RVB2/RPL1A/RPL1B/TIF4631/RPL35A/RPL35B/ERG1/RPL11A/RPL11B/RPL3/CDC33/GCN1/RPS1A/ERG6/PBP4/RPS15/SPT16/RPL8B/HSP60/RPL36B/GCN20/RPP2A/GUS1/RPL27A/RPL27B/ASC1/DEF1/SUI2/YEF3/HEF3/RPL5/RPS26B/UTP10/ZUO1/RPP1B/RPL8A/FUN12/KAP123/CHC1/RPL37B/SCP160",83
"GO:0043232","intracellular non-membrane-bounded organelle","83/120","302/544",0.000415820406070769,0.0115390162684638,0.00995780446116841,"SUP35/DHH1/RPO21/GAR1/SAC6/TIF34/SUP45/RVB1/RPL13B/TEF1/TEF2/RPS12/NIP1/NOP12/PAB1/SIS1/RVS161/PRT1/CHA1/RAD52/RPL38/RPL37A/RPS19A/RPL32/RPS27A/RPS27B/RPS17A/RPS17B/RPL7A/NUG1/SPT5/RPS21A/RPS21B/DBP3/RPL6B/DBP5/SEC53/RPS20/TEF4/NPL3/RPS4A/RPS4B/RVB2/RPL1A/RPL1B/TIF4631/RPL35A/RPL35B/ERG1/RPL11A/RPL11B/RPL3/CDC33/GCN1/RPS1A/ERG6/PBP4/RPS15/SPT16/RPL8B/HSP60/RPL36B/GCN20/RPP2A/GUS1/RPL27A/RPL27B/ASC1/DEF1/SUI2/YEF3/HEF3/RPL5/RPS26B/UTP10/ZUO1/RPP1B/RPL8A/FUN12/KAP123/CHC1/RPL37B/SCP160",83
"GO:0012506","vesicle membrane","7/120","10/544",0.00144260153888547,0.0228755386880411,0.019740863163696,"COP1/SEC13/SEC4/SEC21/SEC27/RET3/CHC1",7
"GO:0030659","cytoplasmic vesicle membrane","7/120","10/544",0.00144260153888547,0.0228755386880411,0.019740863163696,"COP1/SEC13/SEC4/SEC21/SEC27/RET3/CHC1",7
"GO:0070993","translation preinitiation complex","7/120","10/544",0.00144260153888547,0.0228755386880411,0.019740863163696,"TIF34/TIF5/NIP1/PRT1/SUI2/FUN12/GCD11",7
"GO:0044391","ribosomal subunit","39/120","121/544",0.00212397539119179,0.0294701585527861,0.0254318106050596,"RPL13B/RPS12/SIS1/RPL38/RPL37A/RPS19A/RPL32/RPS27A/RPS27B/RPS17A/RPS17B/RPL7A/RPS21A/RPS21B/RPL6B/RPS20/RPS4A/RPS4B/RPL1A/RPL1B/RPL35A/RPL35B/RPL11A/RPL11B/RPL3/RPS1A/RPS15/RPL8B/RPL36B/RPP2A/RPL27A/RPL27B/ASC1/RPL5/RPS26B/RPP1B/RPL8A/FUN12/RPL37B",39
