"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0012506","vesicle membrane","3/15","10/548",0.00178119276289891,0.0213743131547869,0.0168744577537792,"SEC31/COP1/SEC28",3
"GO:0030117","membrane coat","3/15","10/548",0.00178119276289891,0.0213743131547869,0.0168744577537792,"SEC31/COP1/SEC28",3
"GO:0030120","vesicle coat","3/15","10/548",0.00178119276289891,0.0213743131547869,0.0168744577537792,"SEC31/COP1/SEC28",3
"GO:0030659","cytoplasmic vesicle membrane","3/15","10/548",0.00178119276289891,0.0213743131547869,0.0168744577537792,"SEC31/COP1/SEC28",3
"GO:0030660","Golgi-associated vesicle membrane","3/15","10/548",0.00178119276289891,0.0213743131547869,0.0168744577537792,"SEC31/COP1/SEC28",3
"GO:0030662","coated vesicle membrane","3/15","10/548",0.00178119276289891,0.0213743131547869,0.0168744577537792,"SEC31/COP1/SEC28",3
"GO:0048475","coated membrane","3/15","10/548",0.00178119276289891,0.0213743131547869,0.0168744577537792,"SEC31/COP1/SEC28",3
"GO:0030135","coated vesicle","3/15","11/548",0.00240860536172749,0.0252903562981386,0.0199660707616884,"SEC31/COP1/SEC28",3
"GO:0005798","Golgi-associated vesicle","3/15","12/548",0.00315830694629918,0.0294775314987923,0.0232717353937834,"SEC31/COP1/SEC28",3
"GO:0000139","Golgi membrane","3/15","15/548",0.00621270974556975,0.0485887695826433,0.0383595549336658,"SEC31/COP1/SEC28",3
"GO:0031410","cytoplasmic vesicle","3/15","16/548",0.00751969053064718,0.0485887695826433,0.0383595549336658,"SEC31/COP1/SEC28",3
"GO:0031982","vesicle","3/15","16/548",0.00751969053064718,0.0485887695826433,0.0383595549336658,"SEC31/COP1/SEC28",3
"GO:0097708","intracellular vesicle","3/15","16/548",0.00751969053064718,0.0485887695826433,0.0383595549336658,"SEC31/COP1/SEC28",3
