"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"sce03040","Spliceosome","11/21","31/455",5.08707379326328e-09,4.57836641393695e-08,3.74837016345715e-08,"855155/855925/853857/856919/851005/853681/854749/850623/850981/856570/856751",11
"sce03013","Nucleocytoplasmic transport","4/21","19/455",0.00830256462934787,0.0373615408320654,0.0305883960028606,"855155/855925/851061/855532",4
