"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005847","mRNA cleavage and polyadenylation specificity factor complex","13/15","14/261",4.71974741730109e-19,7.55159586768175e-18,5.46497069371706e-18,"PTA1/YSH1/REF2/FIP1/CFT2/PAP1/YTH1/MPE1/PFS2/PTI1/GLC7/CFT1/SSU72",13
"GO:0005849","mRNA cleavage factor complex","13/15","14/261",4.71974741730109e-19,7.55159586768175e-18,5.46497069371706e-18,"PTA1/YSH1/REF2/FIP1/CFT2/PAP1/YTH1/MPE1/PFS2/PTI1/GLC7/CFT1/SSU72",13
"GO:0005654","nucleoplasm","13/15","21/261",6.50331120405429e-15,6.93686528432457e-14,5.02009987681384e-14,"PTA1/YSH1/REF2/FIP1/CFT2/PAP1/YTH1/MPE1/PFS2/PTI1/GLC7/CFT1/SSU72",13
"GO:0031981","nuclear lumen","13/15","49/261",6.67400305936377e-09,5.33920244749101e-08,3.86389650805271e-08,"PTA1/YSH1/REF2/FIP1/CFT2/PAP1/YTH1/MPE1/PFS2/PTI1/GLC7/CFT1/SSU72",13
"GO:0031974","membrane-enclosed lumen","13/15","60/261",1.19100951026271e-07,5.44461490405811e-07,3.9401818384631e-07,"PTA1/YSH1/REF2/FIP1/CFT2/PAP1/YTH1/MPE1/PFS2/PTI1/GLC7/CFT1/SSU72",13
"GO:0043233","organelle lumen","13/15","60/261",1.19100951026271e-07,5.44461490405811e-07,3.9401818384631e-07,"PTA1/YSH1/REF2/FIP1/CFT2/PAP1/YTH1/MPE1/PFS2/PTI1/GLC7/CFT1/SSU72",13
"GO:0070013","intracellular organelle lumen","13/15","60/261",1.19100951026271e-07,5.44461490405811e-07,3.9401818384631e-07,"PTA1/YSH1/REF2/FIP1/CFT2/PAP1/YTH1/MPE1/PFS2/PTI1/GLC7/CFT1/SSU72",13
"GO:0005634","nucleus","13/15","95/261",5.68871650149804e-05,0.000227548660059922,0.000164673372411785,"PTA1/YSH1/REF2/FIP1/CFT2/PAP1/YTH1/MPE1/PFS2/PTI1/GLC7/CFT1/SSU72",13
"GO:0043227","membrane-bounded organelle","14/15","144/261",0.00137205363696563,0.00439057163829002,0.00317738736981515,"PTA1/YSH1/REF2/FIP1/CFT2/PAP1/YTH1/MPE1/PFS2/PTI1/GLC7/CFT1/SSU72/COP1",14
"GO:0043231","intracellular membrane-bounded organelle","14/15","144/261",0.00137205363696563,0.00439057163829002,0.00317738736981515,"PTA1/YSH1/REF2/FIP1/CFT2/PAP1/YTH1/MPE1/PFS2/PTI1/GLC7/CFT1/SSU72/COP1",14
