"Protein.IDs","my_label","Gene.names","difference_YKAF020_YKAF000","log10.pvalue_YKAF020_YKAF000","log2.LFQ.intensity.YKAF020_02","log2.LFQ.intensity.YKAF020_03","log2.LFQ.intensity.YKAF020_04","imputed.log2.LFQ.intensity.YKAF020_02","imputed.log2.LFQ.intensity.YKAF020_03","imputed.log2.LFQ.intensity.YKAF020_04","value_count_YKAF020","log2.LFQ.intensity.YKAF000_01","log2.LFQ.intensity.YKAF000_02","log2.LFQ.intensity.YKAF000_03","log2.LFQ.intensity.YKAF000_04","imputed.log2.LFQ.intensity.YKAF000_01","imputed.log2.LFQ.intensity.YKAF000_02","imputed.log2.LFQ.intensity.YKAF000_03","imputed.log2.LFQ.intensity.YKAF000_04","value_count_YKAF000"
"YNL131W","TOM22","TOM22",-1.3760121503291,1.64853917546152,NA,NA,NA,23.8611081551332,23.150006190277,24.146730066141,0,25.4177036889123,24.6093586705408,25.2773552314866,25.076756892445,25.4177036889123,24.6093586705408,25.2773552314866,25.076756892445,4
"YDR448W","ADA2","ADA2",-1.18303474564236,1.64338383284426,NA,NA,NA,23.8418635778211,23.1993325209259,22.9861869243938,0,24.8662737694967,24.1723408244008,24.3665303295114,24.6968380900148,24.8662737694967,24.1723408244008,24.3665303295114,24.6968380900148,4
"YDR400W","URH1","URH1",-1.20506756452977,1.61317769721395,25.5453359374686,26.254542239141,25.4011615497978,25.5453359374686,26.254542239141,25.4011615497978,3,27.2561991845914,27.0495752204132,26.8989677682488,26.5502477200757,27.2561991845914,27.0495752204132,26.8989677682488,26.5502477200757,4
"YPR032W","SRO7","SRO7",-1.82991640299079,1.58317537687218,NA,NA,NA,23.5178137456918,23.9709229157534,23.0789342087064,0,NA,25.765344177,25.8637951345096,25.8984373529365,23.8823167743859,25.765344177,25.8637951345096,25.8984373529365,3
"YJR022W","LSM8","LSM8",-1.52253130305343,1.57761245633415,NA,NA,NA,23.8590159650656,23.7623875367751,24.0139937969213,0,NA,25.8554546009179,25.6003401185627,25.8829698609985,24.2652236967508,25.8554546009179,25.6003401185627,25.8829698609985,3
"YGL080W","MPC1","MPC1",-2.50205793990997,1.57649272063794,NA,NA,NA,24.0020148716507,23.1442159301752,22.9405003299288,0,26.2023778008696,26.4667972811997,NA,26.8989677682488,26.2023778008696,26.4667972811997,23.8890637516614,26.8989677682488,3
"YBR282W","MRPL27","MRPL27",-1.41746923917411,1.57589669354447,NA,NA,NA,23.6203660697427,24.2385738920765,23.2218681653509,0,25.7042196503538,NA,25.484806180284,25.1177521556303,25.7042196503538,24.1375098066551,25.484806180284,25.1177521556303,3
"YFR007W","YFH7","YFH7",-2.75974494539055,1.56881668279697,NA,NA,NA,23.8743910320426,23.5976453759635,22.7089728124161,0,25.8741534483148,27.3051297848473,NA,27.2837444476505,25.8741534483148,27.3051297848473,24.1506310613125,27.2837444476505,3
"YOR196C","LIP5","LIP5",-1.54985023713054,1.55680401252807,NA,NA,NA,23.6857808568014,23.4727948852545,23.5967314550746,0,25.1436320202571,NA,25.524474043121,25.8395888336522,25.1436320202571,24.0321156476658,25.524474043121,25.8395888336522,3
"YDR373W","FRQ1","FRQ1",-1.62573818844851,1.54329858219964,NA,NA,NA,24.2420030087885,23.6665690243824,23.0057096867623,0,25.543331129389,26.0455398817297,NA,25.2867258249966,25.543331129389,26.0455398817297,24.1797315442562,25.2867258249966,3
