"Protein.IDs","my_label","Gene.names","difference_YKAF017_YKAF000","log10.pvalue_YKAF017_YKAF000","log2.LFQ.intensity.YKAF017_01","log2.LFQ.intensity.YKAF017_02","log2.LFQ.intensity.YKAF017_03","log2.LFQ.intensity.YKAF017_04","imputed.log2.LFQ.intensity.YKAF017_01","imputed.log2.LFQ.intensity.YKAF017_02","imputed.log2.LFQ.intensity.YKAF017_03","imputed.log2.LFQ.intensity.YKAF017_04","value_count_YKAF017","log2.LFQ.intensity.YKAF000_01","log2.LFQ.intensity.YKAF000_02","log2.LFQ.intensity.YKAF000_03","log2.LFQ.intensity.YKAF000_04","imputed.log2.LFQ.intensity.YKAF000_01","imputed.log2.LFQ.intensity.YKAF000_02","imputed.log2.LFQ.intensity.YKAF000_03","imputed.log2.LFQ.intensity.YKAF000_04","value_count_YKAF000"
"YLR179C","YLR179C","YLR179C",1.38056833767373,5.47122819795013,32.6656642362176,32.5799710944045,32.7490519310725,32.6620811630656,32.6656642362176,32.5799710944045,32.7490519310725,32.6620811630656,4,31.2555240289558,31.3216300181626,31.4068460203964,31.1504950065504,31.2555240289558,31.3216300181626,31.4068460203964,31.1504950065504,4
"YNL036W","NCE103","NCE103",2.61244337581632,5.29332781132068,28.7385692147289,28.6952789037121,28.6686806797653,29.1701404987177,28.7385692147289,28.6952789037121,28.6686806797653,29.1701404987177,4,26.2412359056119,26.4720918657624,25.8728861970751,26.2366818252094,26.2412359056119,26.4720918657624,25.8728861970751,26.2366818252094,4
"YDR173C","ARG82","ARG82",1.16222595439288,4.26863054475329,24.9997664286536,25.247750523388,24.8679238301779,25.1641525849755,24.9997664286536,25.247750523388,24.8679238301779,25.1641525849755,4,NA,NA,NA,NA,23.9561210034512,24.0260690267056,23.9564727906944,23.6920267287723,0
"YDR200C","VPS64","VPS64",1.20396480311343,3.75264193884311,25.0951880578568,25.1737137301738,25.0074434362993,25.4879979847737,25.0951880578568,25.1737137301738,25.0074434362993,25.4879979847737,4,NA,NA,NA,NA,24.2008837489848,23.8025613350571,24.1252538766995,23.8197850359086,0
"YNL250W","RAD50","RAD50",1.21775281467954,3.43210249714799,25.4742290315368,25.4485607356499,25.37484368109,25.5677001244007,25.4742290315368,25.4485607356499,25.37484368109,25.5677001244007,4,NA,NA,NA,NA,24.5325187109501,24.2013006377262,24.0687829214515,24.1917200438315,0
"YPR182W","SMX3","SMX3",1.9834762391125,3.23951166523057,25.874927332002,26.0498867615426,26.1869559973657,25.2275853918574,25.874927332002,26.0498867615426,26.1869559973657,25.2275853918574,4,NA,NA,NA,NA,24.4407720116748,23.8750620131021,23.5859263854582,23.5036901160826,0
"YDL157C","YDL157C","YDL157C",3.06465990910789,3.13405683370576,26.9543802202398,27.0606454722548,27.2405446111929,27.0109466804428,26.9543802202398,27.0606454722548,27.2405446111929,27.0109466804428,4,NA,NA,NA,NA,24.4229146205594,24.4491001523356,23.596755810319,23.5391067644848,0
"YOR289W","YOR289W","YOR289W",1.47490865080864,2.77620465810437,25.5589419427651,25.6882449724495,25.2493067703061,25.5778464531137,25.5589419427651,25.6882449724495,25.2493067703061,25.5778464531137,4,NA,NA,NA,NA,24.0682160594957,24.5430821313218,23.9480075525308,23.6153997920517,0
"YKL197C","PEX1","PEX1",1.04791280929901,2.76340765590876,25.3302267656897,25.2376120255246,24.8831563641389,24.7063556289253,25.3302267656897,25.2376120255246,24.8831563641389,24.7063556289253,4,NA,NA,NA,NA,24.2371018407139,24.1356004246494,23.6855970627746,23.9074002189447,0
"YGR282C","BGL2","BGL2",1.05380571355166,2.71155150387177,28.9311176566651,29.1415336110271,29.32401479841,29.4653265685692,28.9311176566651,29.1415336110271,29.32401479841,29.4653265685692,4,28.0819251495325,28.2077860486955,28.1648526965904,28.1922058856464,28.0819251495325,28.2077860486955,28.1648526965904,28.1922058856464,4
