"Protein.IDs","my_label","Gene.names","difference_YKAF021_YKAF000","log10.pvalue_YKAF021_YKAF000","log2.LFQ.intensity.YKAF021_01","log2.LFQ.intensity.YKAF021_02","log2.LFQ.intensity.YKAF021_03","log2.LFQ.intensity.YKAF021_04","imputed.log2.LFQ.intensity.YKAF021_01","imputed.log2.LFQ.intensity.YKAF021_02","imputed.log2.LFQ.intensity.YKAF021_03","imputed.log2.LFQ.intensity.YKAF021_04","value_count_YKAF021","log2.LFQ.intensity.YKAF000_01","log2.LFQ.intensity.YKAF000_02","log2.LFQ.intensity.YKAF000_03","log2.LFQ.intensity.YKAF000_04","imputed.log2.LFQ.intensity.YKAF000_01","imputed.log2.LFQ.intensity.YKAF000_02","imputed.log2.LFQ.intensity.YKAF000_03","imputed.log2.LFQ.intensity.YKAF000_04","value_count_YKAF000"
"YJR001W","AVT1","AVT1",1.87922922821328,5.59864914217199,25.9537810068279,25.8981836070959,26.0585414255819,26.194584189944,25.9537810068279,25.8981836070959,26.0585414255819,26.194584189944,4,NA,NA,NA,NA,24.2267099847222,24.3132567792139,23.9463380883571,24.1018684643033,0
"YLR262C","YPT6","YPT6",3.6951900330497,4.80753699600519,27.632979005557,28.335517933557,27.4465587109271,28.0813664870557,27.632979005557,28.335517933557,27.4465587109271,28.0813664870557,4,NA,NA,NA,NA,24.0405306846773,24.542028066219,24.2279606665952,23.9051425874064,0
"YOL065C","INP54","INP54",2.33510995112272,4.70255513303906,26.0261635789362,26.35055117444,26.1532716815073,26.2961935259688,26.0261635789362,26.35055117444,26.1532716815073,26.2961935259688,4,NA,NA,NA,NA,24.0744680782841,24.0840342452939,23.7370005678653,23.5902372649182,0
"YHR094C","HXT1","HXT1",2.75176363745679,4.14491297186853,27.109087771922,26.8029194099582,26.8113968418725,26.9002353625194,27.109087771922,26.8029194099582,26.8113968418725,26.9002353625194,4,NA,NA,NA,NA,24.299852759431,24.4032311891025,24.2228042417494,23.690696646162,0
"YGR003W","CUL3","CUL3",1.5248983926551,3.77093745912233,25.7397734005644,25.9016629528513,25.705248479248,25.4969829597347,25.7397734005644,25.9016629528513,25.705248479248,25.4969829597347,4,NA,NA,NA,NA,24.4705717268347,23.890531889021,24.0546952144109,24.3282753915113,0
"YBR212W","NGR1","NGR1",1.40489766027808,3.46402157210813,25.5295168193679,25.7647875816841,25.1955043778995,25.1778626350701,25.5295168193679,25.7647875816841,25.1955043778995,25.1778626350701,4,NA,NA,NA,NA,23.8256225345175,24.0929578274636,24.2354340515625,23.8940663593657,0
"YJR010W","MET3","MET3",1.65714747148273,3.23863305091808,29.2716189326064,29.3887647387725,29.1712625591067,29.1856523486436,29.2716189326064,29.3887647387725,29.1712625591067,29.1856523486436,4,27.7418831308214,27.7715281568137,27.7050374972294,27.1702599083338,27.7418831308214,27.7715281568137,27.7050374972294,27.1702599083338,4
"YGR156W","PTI1","PTI1",1.58157001013495,3.11824314476496,25.7840418991365,25.4955503386448,25.6169481212833,25.7455805732832,25.7840418991365,25.4955503386448,25.6169481212833,25.7455805732832,4,NA,NA,NA,NA,24.2056789374399,24.0043344970701,23.6806377765023,24.4251896807957,0
"YML036W","CGI121","CGI121",1.14793277088816,2.89855115760949,27.5845569086227,27.2999877244056,27.4687869698628,27.5715965426104,27.5845569086227,27.2999877244056,27.4687869698628,27.5715965426104,4,26.1699924170663,26.3327040825897,26.1082902622052,26.7222103000876,26.1699924170663,26.3327040825897,26.1082902622052,26.7222103000876,4
"YLR170C","APS1","APS1",1.63284895842385,2.79016034323625,25.8576154441736,25.9686212709693,25.4507330191302,25.48120693923,25.8576154441736,25.9686212709693,25.4507330191302,25.48120693923,4,NA,NA,NA,NA,24.1008927073013,24.4242971507369,24.2824571377668,23.4191338440028,0
