"Protein.IDs","my_label","Gene.names","difference_YKAF024_YKAF000","log10.pvalue_YKAF024_YKAF000","log2.LFQ.intensity.YKAF024_01","log2.LFQ.intensity.YKAF024_02","log2.LFQ.intensity.YKAF024_03","log2.LFQ.intensity.YKAF024_04","imputed.log2.LFQ.intensity.YKAF024_01","imputed.log2.LFQ.intensity.YKAF024_02","imputed.log2.LFQ.intensity.YKAF024_03","imputed.log2.LFQ.intensity.YKAF024_04","value_count_YKAF024","log2.LFQ.intensity.YKAF000_01","log2.LFQ.intensity.YKAF000_02","log2.LFQ.intensity.YKAF000_03","log2.LFQ.intensity.YKAF000_04","imputed.log2.LFQ.intensity.YKAF000_01","imputed.log2.LFQ.intensity.YKAF000_02","imputed.log2.LFQ.intensity.YKAF000_03","imputed.log2.LFQ.intensity.YKAF000_04","value_count_YKAF000"
"YGR140W","CBF2","CBF2",1.60008957754408,2.8478266332719,26.6177889343469,26.6251949109153,26.5749341593783,27.4783087220251,26.6177889343469,26.6251949109153,26.5749341593783,27.4783087220251,4,NA,NA,NA,NA,25.0328857888552,24.9581292875511,25.6767728494404,25.2280804906425,0
"YCL026C-B","HBN1","HBN1",1.34418597180071,2.8384661342596,26.3871916967246,26.4776295742636,27.1647088657701,26.8754898958777,26.3871916967246,26.4776295742636,27.1647088657701,26.8754898958777,4,NA,NA,NA,NA,25.2859378008885,25.3033651927439,25.7127312647716,25.2262418870291,0
"YNL036W","NCE103","NCE103",1.33675524459075,2.02661540539565,29.0739054181548,28.5022212362739,28.0821282458996,28.2542178314552,29.0739054181548,28.5022212362739,28.0821282458996,28.2542178314552,4,27.9309485280773,26.7845661569375,26.7722835604653,27.0776535079404,27.9309485280773,26.7845661569375,26.7722835604653,27.0776535079404,4
"YGR120C","COG2","COG2",1.48345577798076,1.69039391354525,27.7842541216728,27.6054076253146,27.8096194820527,27.7182956041955,27.7842541216728,27.6054076253146,27.8096194820527,27.7182956041955,4,26.6367170975772,26.1812793661466,25.3278993408585,26.8378579167302,26.6367170975772,26.1812793661466,25.3278993408585,26.8378579167302,4
"YLR147C","SMD3","SMD3",1.73587766778372,1.66134463572783,NA,26.7833176107402,27.1792113122222,27.8591095189136,25.8420288136779,26.7833176107402,27.1792113122222,27.8591095189136,3,NA,NA,NA,NA,25.2000721463884,24.8985117680994,25.473987639656,25.1475850302753,0
"YDR328C","SKP1","SKP1",1.28376892959274,1.5464817066023,31.9103505179893,30.9618908519682,30.5113558988512,31.851511933053,31.9103505179893,30.9618908519682,30.5113558988512,31.851511933053,4,29.9243653190488,30.8384591649327,29.6834305887992,29.65377841071,29.9243653190488,30.8384591649327,29.6834305887992,29.65377841071,4
"YNL131W","TOM22","TOM22",2.12363157016605,1.36210058200411,28.2943014436515,NA,28.1714057380645,28.2523239980306,28.2943014436515,25.6700395426305,28.1714057380645,28.2523239980306,3,NA,NA,NA,NA,25.1683761515637,25.6822033070843,25.6057652436527,25.4371997394121,0
"YNL117W;YIR031C","MLS1","MLS1",-2.56703170092443,3.93209194623414,NA,NA,NA,NA,24.8488016303237,25.2381355240715,24.192460157845,24.8101640911305,0,27.6437516205334,27.5437736060191,27.2885926621083,26.8815703184077,27.6437516205334,27.5437736060191,27.2885926621083,26.8815703184077,4
"YLR398C","SKI2","SKI2",-5.35293159938887,3.46246777929314,NA,NA,NA,26.752130497288,25.2533088724687,25.5864193347625,24.241820653198,26.752130497288,1,31.146130547636,31.2083908840086,30.9790333426426,29.9118509809856,31.146130547636,31.2083908840086,30.9790333426426,29.9118509809856,4
"YMR022W","UBC7","UBC7",-2.4026772649528,3.09170058800431,NA,NA,NA,NA,25.7285529870221,25.398011767862,24.9014307196797,25.0351116057886,0,27.7549358093704,27.6194690918049,27.6656007088891,27.6338105300993,27.7549358093704,27.6194690918049,27.6656007088891,27.6338105300993,4
