"Protein.IDs","my_label","Gene.names","difference_YKAF028_YKAF000","log10.pvalue_YKAF028_YKAF000","log2.LFQ.intensity.YKAF028_01","log2.LFQ.intensity.YKAF028_02","log2.LFQ.intensity.YKAF028_03","log2.LFQ.intensity.YKAF028_04","imputed.log2.LFQ.intensity.YKAF028_01","imputed.log2.LFQ.intensity.YKAF028_02","imputed.log2.LFQ.intensity.YKAF028_03","imputed.log2.LFQ.intensity.YKAF028_04","value_count_YKAF028","log2.LFQ.intensity.YKAF000_01","log2.LFQ.intensity.YKAF000_02","log2.LFQ.intensity.YKAF000_03","log2.LFQ.intensity.YKAF000_04","imputed.log2.LFQ.intensity.YKAF000_01","imputed.log2.LFQ.intensity.YKAF000_02","imputed.log2.LFQ.intensity.YKAF000_03","imputed.log2.LFQ.intensity.YKAF000_04","value_count_YKAF000"
"YER092W","IES5","IES5",3.85311729478157,6.30278428302905,27.8164716998694,27.6887251949323,27.3707761242655,27.8920918632148,27.8164716998694,27.6887251949323,27.3707761242655,27.8920918632148,4,NA,NA,NA,NA,24.0357612808577,23.8917475550897,23.7821462973505,23.6459405698577,0
"YEL027W","VMA3","VMA3",2.10953304340426,6.19112849903094,29.8026575372891,30.0662515740117,29.8268863398454,30.0503798974511,29.8026575372891,30.0662515740117,29.8268863398454,30.0503798974511,4,27.915075264432,27.6452643841675,27.8088833818416,27.9388201445392,27.915075264432,27.6452643841675,27.8088833818416,27.9388201445392,4
"YMR073C","IRC21","IRC21",3.57206408429731,5.12428683478987,27.2794113629623,27.4579504318861,27.2182649338856,27.0207277012354,27.2794113629623,27.4579504318861,27.2182649338856,27.0207277012354,4,NA,NA,NA,NA,23.6227324573172,23.5818571488114,23.3791486788667,24.1043598077849,0
"YFL044C","OTU1","OTU1",1.59260739516087,5.02310377190385,28.707771278589,28.3339411476464,28.5392687574614,28.629613369067,28.707771278589,28.3339411476464,28.5392687574614,28.629613369067,4,27.2033117049939,26.8659671217592,26.9348334781417,26.8360526672256,27.2033117049939,26.8659671217592,26.9348334781417,26.8360526672256,4
"YGR140W","CBF2","CBF2",1.6569068579404,4.95843450621591,25.5603130070962,25.6514364976685,25.887811124068,25.9142427769636,25.5603130070962,25.6514364976685,25.887811124068,25.9142427769636,4,NA,NA,NA,NA,24.2662164483209,23.9860697036537,24.0258337629119,24.1080560591482,0
"YIL145C","PAN6","PAN6",1.10867799728511,4.90582525408245,30.6800130298274,30.8591984031615,30.7515081266376,30.8679120507197,30.6800130298274,30.8591984031615,30.7515081266376,30.8679120507197,4,29.5358808658196,29.8301094967901,29.6543761004937,29.7035531581024,29.5358808658196,29.8301094967901,29.6543761004937,29.7035531581024,4
"YLR011W","LOT6","LOT6",2.7406058359441,4.85871620733773,26.4908003313609,26.6170882908283,26.5172372166477,26.4419925414847,26.4908003313609,26.6170882908283,26.5172372166477,26.4419925414847,4,NA,NA,NA,NA,23.9094549466048,23.7273797698715,23.5304480880416,23.9374122320272,0
"YCR015C","YCR015C","YCR015C",2.84763774017017,4.57581273193656,26.7971162726098,27.0983844210861,26.5461753601131,26.5357585307992,26.7971162726098,27.0983844210861,26.5461753601131,26.5357585307992,4,NA,NA,NA,NA,24.3120865806908,23.7362261146178,23.4888584046605,24.0497125239584,0
"YIR036C","IRC24","IRC24",1.1228356510098,4.51156295459292,30.2731985786541,30.5992123729957,30.4841416120403,30.4224194460645,30.2731985786541,30.5992123729957,30.4841416120403,30.4224194460645,4,29.3044771489928,29.2237291267026,29.327809420102,29.4316137099179,29.3044771489928,29.2237291267026,29.327809420102,29.4316137099179,4
"YOR059C","LPL1","LPL1",1.86418411365105,4.47977020498927,25.9780378020861,25.4555381859434,25.6027203831498,25.7993662152038,25.9780378020861,25.4555381859434,25.6027203831498,25.7993662152038,4,NA,NA,NA,NA,24.1104326898502,23.7552323016884,23.9665423308625,23.5467188093778,0
"YOR386W","PHR1","PHR1",1.17186837044785,4.29607671986908,25.1967053728,24.9548682842585,25.0455190517467,24.792332771953,25.1967053728,24.9548682842585,25.0455190517467,24.792332771953,4,NA,NA,NA,NA,24.0415466795539,23.7245680729409,23.7803457353572,23.7554915111148,0
