"Protein.IDs","my_label","Gene.names","difference_YKAF025_YKAF000","log10.pvalue_YKAF025_YKAF000","log2.LFQ.intensity.YKAF025_01","log2.LFQ.intensity.YKAF025_02","log2.LFQ.intensity.YKAF025_03","log2.LFQ.intensity.YKAF025_04","imputed.log2.LFQ.intensity.YKAF025_01","imputed.log2.LFQ.intensity.YKAF025_02","imputed.log2.LFQ.intensity.YKAF025_03","imputed.log2.LFQ.intensity.YKAF025_04","value_count_YKAF025","log2.LFQ.intensity.YKAF000_01","log2.LFQ.intensity.YKAF000_02","log2.LFQ.intensity.YKAF000_03","log2.LFQ.intensity.YKAF000_04","imputed.log2.LFQ.intensity.YKAF000_01","imputed.log2.LFQ.intensity.YKAF000_02","imputed.log2.LFQ.intensity.YKAF000_03","imputed.log2.LFQ.intensity.YKAF000_04","value_count_YKAF000"
"YLR304C","ACO1","ACO1",1.6752511182717,7.42798066252681,37.2098728214612,37.0792504970946,37.1716145152433,37.1818299717967,37.2098728214612,37.0792504970946,37.1716145152433,37.1818299717967,4,35.5750302182301,35.479758317527,35.4082514957777,35.4785233009742,35.5750302182301,35.479758317527,35.4082514957777,35.4785233009742,4
"YER062C","GPP2","GPP2",1.6024184686961,7.16653340863977,34.536932333782,34.4542113966528,34.4441855929797,34.3564565501217,34.536932333782,34.4542113966528,34.4441855929797,34.3564565501217,4,32.7595463324619,32.8352056782863,32.87688437181,32.9104756161937,32.7595463324619,32.8352056782863,32.87688437181,32.9104756161937,4
"YOR136W","IDH2","IDH2",1.60847375838561,7.01528431703007,34.8216903180616,35.0129687854144,34.910055600724,34.8971725058342,34.8216903180616,35.0129687854144,34.910055600724,34.8971725058342,4,33.4056547263396,33.2780823024898,33.2471427242281,33.2771124234342,33.4056547263396,33.2780823024898,33.2471427242281,33.2771124234342,4
"YMR105C","PGM2","PGM2",1.28325386274098,6.85324068014059,34.4156361917564,34.5617788046236,34.5213367369722,34.5218632146413,34.4156361917564,34.5617788046236,34.5213367369722,34.5218632146413,4,33.2508173021417,33.3019835382039,33.1616490660211,33.1731495906629,33.2508173021417,33.3019835382039,33.1616490660211,33.1731495906629,4
"YOR153W","PDR5","PDR5",1.97184142340946,6.78088155816152,34.4992870271749,34.5621201093427,34.5066350339028,34.681647432018,34.4992870271749,34.5621201093427,34.5066350339028,34.681647432018,4,32.5541009019587,32.6668284084272,32.5538034602916,32.5875911381231,32.5541009019587,32.6668284084272,32.5538034602916,32.5875911381231,4
"YBL078C","ATG8","ATG8",1.84261234637281,6.47192100838457,29.5450449709145,29.569262128029,29.520301941084,29.7540278679093,29.5450449709145,29.569262128029,29.520301941084,29.7540278679093,4,27.7118786683676,27.8938862242665,27.6349877033962,27.7774349264153,27.7118786683676,27.8938862242665,27.6349877033962,27.7774349264153,4
"YJR048W","CYC1","CYC1",1.38778377662747,6.20497452202833,31.1348553880108,31.1348553880108,31.0154467433731,31.009786105166,31.1348553880108,31.1348553880108,31.0154467433731,31.009786105166,4,29.6186817616233,29.6165801114197,29.6997859830574,29.8087606619503,29.6186817616233,29.6165801114197,29.6997859830574,29.8087606619503,4
"YJR148W","BAT2","BAT2",1.34283755903873,6.02942404197225,33.8722492177483,33.8324353773049,33.866549401978,33.6695552414274,33.8722492177483,33.8324353773049,33.866549401978,33.6695552414274,4,32.3848134774449,32.5416244801128,32.3921524492259,32.5508485955201,32.3848134774449,32.5416244801128,32.3921524492259,32.5508485955201,4
"YGR248W","SOL4","SOL4",1.06469621020802,5.72453253852181,29.9544911583798,29.8629118297982,29.9081326927395,29.7736202848203,29.9544911583798,29.8629118297982,29.9081326927395,29.7736202848203,4,28.7971781311173,28.8359623454266,28.8627788441281,28.7444518042337,28.7971781311173,28.8359623454266,28.8627788441281,28.7444518042337,4
"YIL007C","NAS2","NAS2",1.43246651596036,5.70422779169035,30.1034959236776,30.0109200110333,30.1422399131098,29.8894396497139,30.1034959236776,30.0109200110333,30.1422399131098,29.8894396497139,4,28.5865983318475,28.6705727834181,28.66627818955,28.4927801288777,28.5865983318475,28.6705727834181,28.66627818955,28.4927801288777,4
"YJR009C","TDH2","TDH2",1.28394308395911,5.59111180925363,34.9729282690697,35.0105115741158,34.9226917768523,35.1577549470121,34.9729282690697,35.0105115741158,34.9226917768523,35.1577549470121,4,33.6168648891719,33.7635684888339,33.6789223988022,33.8687584544054,33.6168648891719,33.7635684888339,33.6789223988022,33.8687584544054,4
"YFR014C","CMK1","CMK1",1.23569806468122,5.53570483718176,31.5552214773771,31.4525800337219,31.3041616024649,31.4548854816369,31.5552214773771,31.4525800337219,31.3041616024649,31.4548854816369,4,30.2579980564465,30.2100180275447,30.0974805082599,30.258559744225,30.2579980564465,30.2100180275447,30.0974805082599,30.258559744225,4
"YHL021C","AIM17","AIM17",1.79880984813422,5.46417999362294,33.6895835278194,33.4860375111783,33.677767948848,33.6414062817301,33.6895835278194,33.4860375111783,33.677767948848,33.6414062817301,4,31.8678384269264,31.6553574821899,31.9969510429678,31.7794089249549,31.8678384269264,31.6553574821899,31.9969510429678,31.7794089249549,4
