"Protein.IDs","my_label","Gene.names","difference_YKAF007_YKAF000","log10.pvalue_YKAF007_YKAF000","log2.LFQ.intensity.YKAF007_01","log2.LFQ.intensity.YKAF007_02","log2.LFQ.intensity.YKAF007_03","log2.LFQ.intensity.YKAF007_04","imputed.log2.LFQ.intensity.YKAF007_01","imputed.log2.LFQ.intensity.YKAF007_02","imputed.log2.LFQ.intensity.YKAF007_03","imputed.log2.LFQ.intensity.YKAF007_04","value_count_YKAF007","log2.LFQ.intensity.YKAF000_01","log2.LFQ.intensity.YKAF000_02","log2.LFQ.intensity.YKAF000_03","log2.LFQ.intensity.YKAF000_04","imputed.log2.LFQ.intensity.YKAF000_01","imputed.log2.LFQ.intensity.YKAF000_02","imputed.log2.LFQ.intensity.YKAF000_03","imputed.log2.LFQ.intensity.YKAF000_04","value_count_YKAF000"
"YNL036W","NCE103","NCE103",1.78635676603527,3.4539597373115,27.5193835821122,27.0115865984133,27.0764307122399,26.932019341095,27.5193835821122,27.0115865984133,27.0764307122399,26.932019341095,4,NA,NA,NA,NA,25.254863635418,25.3750152332438,25.3067586391701,25.4573556618874,0
"YLR361C","DCR2","DCR2",1.92316640407858,2.415193530599,27.5659440231638,27.56630702924,27.5634004199343,27.1577880687721,27.5659440231638,27.56630702924,27.5634004199343,27.1577880687721,4,NA,NA,NA,26.3148235694369,25.1616611954402,25.6141373561881,25.0701518037306,26.3148235694369,1
"YGR275W","RTT102","RTT102",1.11632328808093,2.29454019936389,27.1059949630014,27.0478085487935,26.273749935014,26.5536496817835,27.1059949630014,27.0478085487935,26.273749935014,26.5536496817835,4,NA,NA,NA,25.9479088800241,25.7913596792512,25.4641320114574,25.312509405536,25.9479088800241,1
"YLR229C","CDC42","CDC42",1.1383274413102,1.95996612556477,30.6976833269109,29.7692595697527,30.7112058575691,30.0604650983334,30.6976833269109,29.7692595697527,30.7112058575691,30.0604650983334,4,29.2675171345265,29.0210455338141,28.9900474239182,29.4066939950666,29.2675171345265,29.0210455338141,28.9900474239182,29.4066939950666,4
"YLR421C","RPN13","RPN13",1.17332455789038,1.87366117781144,29.6296481064361,29.317150598396,29.8026883483057,29.5677218808425,29.6296481064361,29.317150598396,29.8026883483057,29.5677218808425,4,28.0697379562756,27.873320473327,28.8782409532859,28.8026113195304,28.0697379562756,27.873320473327,28.8782409532859,28.8026113195304,4
"YGL017W","ATE1","ATE1",1.39091730194752,1.64369154117551,26.8090674421077,26.8476868840732,27.2701712596768,26.957483268075,26.8090674421077,26.8476868840732,27.2701712596768,26.957483268075,4,26.4794656238333,NA,NA,NA,26.4794656238333,25.347466469906,25.6609478209082,24.8328597314951,1
"YLR011W","LOT6","LOT6",1.3281834283403,1.49558267793159,26.4886109845879,27.1699733086493,NA,26.9615735138333,26.4886109845879,27.1699733086493,25.5681369487914,26.9615735138333,3,NA,NA,NA,NA,25.1941091984991,25.1076196915463,25.3737610486943,25.2000711037609,0
"YKL170W","MRPL38","MRPL38",1.99632551790584,1.44572130638734,NA,27.9853858714136,27.6423750030235,27.8506702488836,25.5011658551733,27.9853858714136,27.6423750030235,27.8506702488836,3,NA,NA,NA,NA,25.3919391490029,25.0654555706292,25.7409979765275,24.7959022107109,0
"YLR181C","VTA1","VTA1",2.50032153836736,1.38608704961241,28.7525133612049,28.6317655058536,28.6720576973904,28.3847980416908,28.7525133612049,28.6317655058536,28.6720576973904,28.3847980416908,4,28.2696363668668,NA,NA,NA,28.2696363668668,25.4812685957652,25.0309648998258,25.6579785902125,1
"YNL004W","HRB1","HRB1",-3.86753865403833,4.93575703249605,NA,NA,NA,NA,25.5786037937262,25.2623960093962,24.7578125949768,25.1081822970176,0,29.2461064985548,28.8022723440512,29.1000651969348,29.0287052717293,29.2461064985548,28.8022723440512,29.1000651969348,29.0287052717293,4
"YML128C","MSC1","MSC1",-1.87495455492766,4.60238475189312,28.2339333207352,28.7613864240244,28.5709092779764,28.7033551307813,28.2339333207352,28.7613864240244,28.5709092779764,28.7033551307813,4,30.1960111695508,30.5829790952372,30.4222189185722,30.5681931898678,30.1960111695508,30.5829790952372,30.4222189185722,30.5681931898678,4
"YHR087W","RTC3","RTC3",-2.00930100843875,3.55466187732824,NA,NA,NA,NA,24.9771866789688,25.5647252327619,24.7625007308893,24.6882282202927,0,27.2167858154263,27.0479125305616,27.238268276597,26.5268782740829,27.2167858154263,27.0479125305616,27.238268276597,26.5268782740829,4
"YMR250W","GAD1","GAD1",-1.0959511376289,3.018705282695,28.439878365765,28.1767409433979,27.7997120489909,28.1768360358437,28.439878365765,28.1767409433979,27.7997120489909,28.1768360358437,4,29.5860971972014,29.0965508962093,29.0197472764332,29.2745765746692,29.5860971972014,29.0965508962093,29.0197472764332,29.2745765746692,4
"YBR233W-A","DAD3","DAD3",-1.38232914117093,3.01816504098637,NA,NA,NA,NA,25.4866257429052,24.9734680316891,24.792532222763,24.8108868811637,0,26.21413810726,26.608653919884,26.4597491574716,26.310288258589,26.21413810726,26.608653919884,26.4597491574716,26.310288258589,4
"YBR072W","HSP26","HSP26",-1.4612159451408,2.64443483989487,30.4149813028532,30.1535181312493,30.5353803387745,30.9945590999606,30.4149813028532,30.1535181312493,30.5353803387745,30.9945590999606,4,32.1196319162589,31.8715517404564,31.995064770553,31.9570542261326,32.1196319162589,31.8715517404564,31.995064770553,31.9570542261326,4
"YGR248W","SOL4","SOL4",-1.49138211656567,2.17301681522773,NA,26.401535922762,26.3381562581143,26.3026394815396,25.2254070265571,26.401535922762,26.3381562581143,26.3026394815396,3,27.8614187314727,27.7495754713109,26.8900632857988,27.7322096666533,27.8614187314727,27.7495754713109,26.8900632857988,27.7322096666533,4
"YNL197C","WHI3","WHI3",-1.18456439321771,2.16363098801771,26.5121512591931,27.1177323426091,27.1473442223445,27.5080907072447,26.5121512591931,27.1177323426091,27.1473442223445,27.5080907072447,4,28.3082583338398,28.2022376630941,28.0863360566095,28.4267440507187,28.3082583338398,28.2022376630941,28.0863360566095,28.4267440507187,4
"YNL268W","LYP1","LYP1",-1.753598305227,2.0489559118079,NA,NA,26.5616099427017,NA,25.1483371766265,25.3656846245757,26.5616099427017,25.1626240170899,1,27.5750640402469,27.1666254320313,27.013717610678,27.4972418989455,27.5750640402469,27.1666254320313,27.013717610678,27.4972418989455,4
"YDL110C","TMA17","TMA17",-1.22056116926372,1.94245780463611,27.0513397312771,27.8390000741589,27.3118997535445,28.0897237938269,27.0513397312771,27.8390000741589,27.3118997535445,28.0897237938269,4,28.6049129829721,28.874376275567,28.8376474206477,28.8572713506755,28.6049129829721,28.874376275567,28.8376474206477,28.8572713506755,4
"YGR147C","NAT2","NAT2",-1.42417425453331,1.94080196929951,NA,26.1404759470415,NA,NA,24.9273355718757,26.1404759470415,25.3380430377221,24.8610215659524,1,26.4994029894358,27.010626614986,26.6148439422323,26.838699594071,26.4994029894358,27.010626614986,26.6148439422323,26.838699594071,4
"YDR156W","RPA14","RPA14",-1.1235114739335,1.88356330874403,27.889076946628,27.0507172091354,27.5754968920476,26.9779286599715,27.889076946628,27.0507172091354,27.5754968920476,26.9779286599715,4,28.4293804971468,28.5681569407933,28.4610381674627,28.5286899981137,28.4293804971468,28.5681569407933,28.4610381674627,28.5286899981137,4
"YER146W","LSM5","LSM5",-1.85296884952097,1.87609183704693,NA,NA,NA,NA,25.4311191555195,24.9091672662527,25.3362374386055,24.310005353711,0,NA,27.2477143116175,27.074696642268,27.4644309562936,25.6115627019934,27.2477143116175,27.074696642268,27.4644309562936,3
"YGL184C","STR3","STR3",-1.33679255504909,1.81212296006901,NA,NA,NA,NA,25.4191204666592,25.2331181601089,25.1509319645456,25.3019012570934,0,NA,27.1454018524235,26.9394368126575,26.4845757288609,25.8828276746615,27.1454018524235,26.9394368126575,26.4845757288609,3
"YDR412W","RRP17","RRP17",-1.25396601312015,1.80425217984009,27.7369900154959,28.5688092848241,27.9142769982441,27.1979803353603,27.7369900154959,28.5688092848241,27.9142769982441,27.1979803353603,4,29.0685596814044,29.3267385041698,28.839120248673,29.1995022521578,29.0685596814044,29.3267385041698,28.839120248673,29.1995022521578,4
"YDR200C","VPS64","VPS64",-1.3787891767456,1.75163334536767,NA,NA,NA,NA,24.6471606111641,25.4440898558741,24.6254309078962,25.3670519847491,0,NA,26.6869903040584,26.7353122378294,26.7841917065203,25.3923958182578,26.6869903040584,26.7353122378294,26.7841917065203,3
"YPR100W","MRPL51","MRPL51",-1.38218694201055,1.65073436388009,NA,26.0904104837183,NA,NA,25.3525982828991,26.0904104837183,24.7298220474872,24.7616886056104,1,NA,26.7362158990183,26.8650231812391,27.1677741508559,25.6942539566439,26.7362158990183,26.8650231812391,27.1677741508559,3
"YML096W","YML096W","YML096W",-1.98705723334633,1.56426578915003,NA,26.8189719856765,NA,NA,24.7170056209725,26.8189719856765,24.7928938937777,24.4635434066322,1,27.7619253167434,27.0985852137157,27.3330454478775,26.5470878621077,27.7619253167434,27.0985852137157,27.3330454478775,26.5470878621077,4
"YIL144W","NDC80","NDC80",-1.67793254370489,1.55358741524156,26.4657080084232,NA,NA,NA,26.4657080084232,25.5895776328045,24.9282286760351,24.422965063266,1,26.8222584470094,27.186691584172,27.2745321437229,26.834727380444,26.8222584470094,27.186691584172,27.2745321437229,26.834727380444,4
"YKL075C","YKL075C","YKL075C",-1.26188624660367,1.54344251940215,NA,NA,NA,NA,24.6659425427118,25.3449308085692,24.7270496841042,24.0880920135524,0,NA,NA,26.7776857426609,26.2713295142106,25.5847856444142,25.2397591340666,26.7776857426609,26.2713295142106,2
"YIL084C","SDS3","SDS3",-1.38959956952722,1.53821491249629,NA,26.3179484359112,NA,NA,25.4078317063608,26.3179484359112,24.8206713109522,24.6198049920172,1,26.3277965738221,26.8384591649327,26.5990349742815,26.959364010314,26.3277965738221,26.8384591649327,26.5990349742815,26.959364010314,4
"YGR140W","CBF2","CBF2",-1.84887193606795,1.51287400364601,NA,NA,NA,NA,25.1467707360515,25.3058085405324,25.638218484904,24.9598187139523,0,NA,27.669255330734,27.2357145105271,27.8902372756735,25.6508971027774,27.669255330734,27.2357145105271,27.8902372756735,3
"YBR271W","EFM2","EFM2",-1.37692865036895,1.4891711250856,NA,NA,NA,NA,24.4855549145847,25.3793758770779,24.7443113100222,24.9785638143878,0,NA,26.9558217510873,NA,26.9736656643634,25.5550392104759,26.9558217510873,25.6109938916218,26.9736656643634,2
"YBL033C","RIB1","RIB1",-1.57852609685156,1.42864677666102,NA,27.2022843771984,NA,26.5334433320061,25.3213437597504,27.2022843771984,25.2431966105404,26.5334433320061,2,27.0976814267256,27.5138987572373,28.113019026902,27.8897732560367,27.0976814267256,27.5138987572373,28.113019026902,27.8897732560367,4
"YJL097W","PHS1","PHS1",-2.20673638116961,1.42596788881508,27.2426356715798,NA,NA,NA,27.2426356715798,25.2926531727193,24.7031036694891,24.8717442095015,1,NA,28.4410664862678,28.2753316914738,28.2457665903516,25.974917479875,28.4410664862678,28.2753316914738,28.2457665903516,3
"YPL083C","SEN54","SEN54",-2.01987034859462,1.38172662251159,NA,NA,NA,NA,25.4871147104686,25.6041973096698,25.3362969329376,24.9376877815104,0,NA,27.9925346433289,27.8904112445674,28.0254878534323,25.5363443876363,27.9925346433289,27.8904112445674,28.0254878534323,3
